ARKK
as of 06/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.47%	1,714,657	$726,500,170.90
AMD	ADVANCED MICRO DEVICES	5.17%	661,752	$359,013,695.04
CRSP	CRISPR THERAPEUTICS AG	4.80%	6,395,351	$333,069,880.08
TEM	TEMPUS AI INC-CL A	4.72%	6,899,082	$327,775,385.82
HOOD	ROBINHOOD MARKETS INC - A	4.51%	3,774,867	$312,747,730.95
SHOP	SHOPIFY INC - CLASS A	4.36%	2,676,721	$302,308,869.74
ROKU	ROKU INC	4.11%	2,333,279	$285,126,693.80
CRCL	CIRCLE INTERNET GROUP INC	3.73%	2,872,501	$258,898,515.13
COIN	COINBASE GLOBAL INC -CLASS A	3.56%	1,514,717	$247,232,108.74
TWST	TWIST BIOSCIENCE CORP	3.30%	3,164,626	$228,897,398.58
TXG	10X GENOMICS INC-CLASS A	3.16%	6,818,112	$219,270,481.92
PLTR	PALANTIR TECHNOLOGIES INC-A	3.10%	1,513,561	$215,228,374.20
BEAM	BEAM THERAPEUTICS INC	2.89%	6,778,901	$200,316,524.55
CRWV	COREWEAVE INC-CL A	2.62%	1,638,396	$181,747,268.28
AMZN	AMAZON.COM INC	2.53%	703,406	$175,865,568.12
RBLX	ROBLOX CORP -CLASS A	2.50%	3,969,724	$173,397,544.32
NTLA	INTELLIA THERAPEUTICS INC	2.21%	11,758,119	$153,090,709.38
GOOG	ALPHABET INC-CL C	1.83%	357,306	$127,086,598.08
BLSH	BULLISH	1.79%	4,421,871	$124,254,575.10
NVDA	NVIDIA CORP	1.74%	562,710	$120,701,295.00
ACHR	ARCHER AVIATION INC-A	1.71%	18,190,223	$118,782,156.19
ILMN	ILLUMINA INC	1.57%	636,838	$108,854,719.34
BMNR	BITMINE IMMERSION TECHNOLOGI	1.55%	6,368,179	$107,622,225.10
XYZ	BLOCK INC	1.47%	1,463,075	$102,122,635.00
AVGO	BROADCOM INC	1.29%	187,526	$89,868,084.98
NTRA	NATERA INC	1.28%	417,721	$88,494,193.85
VCYT	VERACYTE INC	1.20%	1,712,831	$83,397,741.39
DE	DEERE & CO	1.18%	138,774	$81,639,356.46
TER	TERADYNE INC	1.15%	195,609	$80,135,139.03
RXRX	RECURSION PHARMACEUTICALS-A	1.13%	22,533,759	$78,192,143.73
CBRS	CEREBRAS SYSTEMS INC - A	1.07%	343,911	$73,920,230.34
KTOS	KRATOS DEFENSE & SECURITY	1.04%	1,235,099	$72,166,834.57
XE	X-ENERGY INC	1.03%	2,713,718	$71,289,371.86
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.00%	158,415	$69,178,246.35
BABA	ALIBABA GROUP HOLDING-SP ADR	0.91%	498,383	$63,399,301.43
BIDU	BAIDU INC - SPON ADR	0.89%	462,981	$61,428,319.08
BWXT	BWX TECHNOLOGIES INC	0.83%	311,533	$57,546,375.76
WGS	GENEDX HOLDINGS CORP	0.81%	1,066,213	$56,530,613.26
META	META PLATFORMS INC-CLASS A	0.64%	71,674	$44,651,468.52
FIG	FIGMA INC-CL A	0.60%	1,818,580	$41,445,438.20
SOFI	SOFI TECHNOLOGIES INC	0.54%	2,256,550	$37,639,254.00
GOOGL	ALPHABET INC-CL A	0.50%	97,420	$34,972,805.80
CERS	CERUS CORP	0.38%	9,997,551	$26,593,485.66
PACB	PACIFIC BIOSCIENCES OF CALIF	0.35%	15,275,316	$24,134,999.28

--------------------------

ARKQ
as of 06/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.13%	558,808	$236,766,949.60
AMD	ADVANCED MICRO DEVICES	8.72%	375,390	$203,656,582.80
TER	TERADYNE INC	7.60%	433,742	$177,691,085.14
RKLB UQ	ROCKET LAB	5.46%	1,112,765	$127,634,145.50
KTOS	KRATOS DEFENSE & SECURITY	5.23%	2,092,404	$122,259,165.72
GOOG	ALPHABET INC-CL C	4.25%	278,987	$99,230,096.16
DE	DEERE & CO	3.79%	150,529	$88,554,705.41
PLTR	PALANTIR TECHNOLOGIES INC-A	3.61%	593,134	$84,343,654.80
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.09%	165,330	$72,197,957.70
ACHR	ARCHER AVIATION INC-A	3.00%	10,753,210	$70,218,461.30
AMZN	AMAZON.COM INC	2.89%	269,850	$67,467,897.00
NVDA	NVIDIA CORP	2.75%	299,187	$64,175,611.50
LHX	L3HARRIS TECHNOLOGIES INC	2.74%	210,765	$63,956,639.25
AVAV	AEROVIRONMENT INC	2.67%	326,113	$62,440,856.11
LUNR	INTUITIVE MACHINES INC	2.60%	1,794,209	$60,698,090.47
CAT	CATERPILLAR INC	2.23%	56,342	$52,182,833.56
IRDM	IRIDIUM COMMUNICATIONS INC	1.83%	871,181	$42,661,733.57
TRMB	TRIMBLE INC	1.82%	766,605	$42,561,909.60
KMTUY	KOMATSU LTD -SPONS ADR	1.76%	933,631	$41,098,436.62
BIDU	BAIDU INC - SPON ADR	1.71%	300,413	$39,858,796.84
JOBY	JOBY AVIATION INC	1.70%	3,485,126	$39,834,990.18
CCJ	CAMECO CORP	1.67%	341,489	$39,120,979.84
AVGO	BROADCOM INC	1.66%	80,747	$38,696,384.81
AUR	AURORA INNOVATION INC	1.62%	5,446,359	$37,852,195.05
ESLT	ELBIT SYSTEMS LTD	1.47%	41,267	$34,243,769.27
BWXT	BWX TECHNOLOGIES INC	1.42%	179,007	$33,066,173.04
SYM UQ	SYMBOTIC INC	1.39%	690,304	$32,589,251.84
WRD	WERIDE INC-ADR	1.19%	3,495,319	$27,822,739.24
ISRG	INTUITIVE SURGICAL INC	1.09%	62,627	$25,507,350.83
OKLO	OKLO INC	1.05%	374,485	$24,420,166.85
SRTA	STRATA CRITICAL MEDICAL INC	1.00%	3,780,949	$23,479,693.29
XE	X-ENERGY INC	0.99%	876,650	$23,029,595.50
SNPS	SYNOPSYS INC	0.98%	45,973	$22,895,473.46
TDY	TELEDYNE TECHNOLOGIES INC	0.94%	35,659	$22,037,975.18
KDK	KODIAK AI INC	0.92%	3,129,956	$21,565,396.84
DASH	DOORDASH INC - A	0.89%	134,375	$20,771,687.50
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.87%	1,731,642	$20,294,844.24
PONY	PONY AI INC	0.81%	1,834,944	$19,028,369.28
GOOGL	ALPHABET INC-CL A	0.25%	16,456	$5,907,539.44

--------------------------

ARKW
as of 06/04/2026

Ticker	Name	Weight	Shares	Market Value
AMD	ADVANCED MICRO DEVICES	9.08%	292,126	$158,484,197.52
TSLA	TESLA INC	8.96%	368,880	$156,294,456.00
HOOD	ROBINHOOD MARKETS INC - A	4.94%	1,040,582	$86,212,218.70
SHOP	SHOPIFY INC - CLASS A	4.33%	668,153	$75,461,199.82
ROKU	ROKU INC	3.98%	567,706	$69,373,673.20
CRWV	COREWEAVE INC-CL A	3.72%	584,801	$64,871,974.93
AMZN	AMAZON.COM INC	3.71%	258,678	$64,674,673.56
CRCL	CIRCLE INTERNET GROUP INC	3.69%	714,190	$64,369,944.70
GOOG	ALPHABET INC-CL C	3.68%	180,617	$64,241,854.56
COIN	COINBASE GLOBAL INC -CLASS A	3.04%	324,678	$52,993,943.16
