ARKK
as of 01/15/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.99%	1,728,504	$759,158,956.80
CRSP	CRISPR THERAPEUTICS AG	5.46%	7,290,719	$414,769,003.91
COIN	COINBASE GLOBAL INC -CLASS A	5.34%	1,584,995	$405,536,820.70
ROKU	ROKU INC	5.14%	3,627,920	$390,182,796.00
TEM	TEMPUS AI INC	4.93%	5,401,664	$374,227,281.92
SHOP	SHOPIFY INC - CLASS A	4.59%	2,211,826	$348,384,713.26
HOOD	ROBINHOOD MARKETS INC - A	4.33%	2,748,122	$328,867,759.74
BEAM	BEAM THERAPEUTICS INC	4.13%	8,850,533	$313,397,373.53
PLTR	PALANTIR TECHNOLOGIES INC-A	3.54%	1,508,791	$269,168,314.40
RBLX	ROBLOX CORP -CLASS A	3.41%	3,124,783	$258,950,767.21
AMD	ADVANCED MICRO DEVICES	3.38%	1,148,213	$256,740,426.80
TER	TERADYNE INC	3.11%	1,027,456	$236,510,096.64
CRCL	CIRCLE INTERNET GROUP INC	2.80%	2,507,280	$212,617,344.00
BMNR	BITMINE IMMERSION TECHNOLOGI	2.57%	5,970,303	$194,990,095.98
TWST	TWIST BIOSCIENCE CORP	2.36%	4,470,690	$178,961,720.70
ACHR	ARCHER AVIATION INC-A	2.31%	19,659,863	$175,169,379.33
TXG	10X GENOMICS INC-CLASS A	2.15%	7,796,027	$163,092,884.84
AMZN	AMAZON.COM INC	1.66%	532,656	$126,053,042.40
ILMN	ILLUMINA INC	1.65%	870,592	$125,339,130.24
BLSH	BULLISH	1.60%	3,064,871	$121,552,783.86
KTOS	KRATOS DEFENSE & SECURITY	1.46%	912,539	$110,873,488.50
NTLA	INTELLIA THERAPEUTICS INC	1.44%	9,087,598	$109,232,927.96
NVDA	NVIDIA CORP	1.40%	582,159	$106,616,599.26
VCYT	VERACYTE INC	1.39%	2,491,069	$105,745,879.05
XYZ	BLOCK INC	1.38%	1,596,713	$104,760,339.93
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.35%	313,119	$102,424,356.09
CRWV	COREWEAVE INC-CL A	1.32%	1,114,554	$100,086,949.20
RXRX	RECURSION PHARMACEUTICALS-A	1.32%	20,688,987	$100,341,586.95
NTRA	NATERA INC	1.28%	406,614	$97,258,002.66
DE	DEERE & CO	1.27%	188,182	$96,368,002.20
BIDU	BAIDU INC - SPON ADR	1.16%	584,564	$87,976,882.00
DKNG UW	DRAFTKINGS INC-CL A	1.16%	2,569,016	$88,168,629.12
BWXT	BWX TECHNOLOGIES INC	1.11%	412,026	$84,086,266.08
ABNB	AIRBNB INC-CLASS A	0.98%	559,756	$74,329,999.24
TTD	TRADE DESK INC/THE -CLASS A	0.98%	2,005,852	$74,477,284.76
META	META PLATFORMS INC-CLASS A	0.97%	120,338	$74,070,445.76
PD	PAGERDUTY INC	0.93%	5,935,800	$70,873,452.00
SOFI	SOFI TECHNOLOGIES INC	0.82%	2,322,642	$61,944,862.14
BABA	ALIBABA GROUP HOLDING-SP ADR	0.81%	362,105	$61,521,639.50
PACB	PACIFIC BIOSCIENCES OF CALIF	0.67%	21,529,948	$50,810,677.28
WGS	GENEDX HOLDINGS CORP	0.65%	468,856	$49,023,583.36
AVGO	BROADCOM INC	0.50%	111,781	$37,993,244.09
GOOG	ALPHABET INC-CL C	0.47%	106,142	$35,696,616.02
CERS	CERUS CORP	0.35%	9,766,109	$26,759,138.66
SLMT	BRERA HOLDINGS PLC-CL B	0.17%	6,222,479	$12,818,306.74

--------------------------

ARKQ
as of 01/15/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.17%	488,860	$214,707,312.00
KTOS	KRATOS DEFENSE & SECURITY	10.04%	1,743,937	$211,888,345.50
TER	TERADYNE INC	9.61%	880,780	$202,746,748.20
RKLB UQ	ROCKET LAB	6.32%	1,453,855	$133,463,889.00
AVAV	AEROVIRONMENT INC	4.99%	275,628	$105,234,770.40
PLTR	PALANTIR TECHNOLOGIES INC-A	4.65%	550,049	$98,128,741.60
AMD	ADVANCED MICRO DEVICES	3.89%	366,836	$82,024,529.60
ACHR	ARCHER AVIATION INC-A	3.89%	9,219,521	$82,145,932.11
DE	DEERE & CO	3.41%	140,688	$72,046,324.80
TRMB	TRIMBLE INC	2.76%	730,109	$58,233,493.84
