ARKK
as of 03/03/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.29%	1,702,962	$686,838,633.84
CRSP	CRISPR THERAPEUTICS AG	6.89%	7,564,980	$459,723,834.60
TEM	TEMPUS AI INC-CL A	5.15%	6,451,628	$343,936,288.68
ROKU	ROKU INC	4.88%	3,321,624	$325,818,098.16
SHOP	SHOPIFY INC - CLASS A	4.29%	2,400,324	$286,550,679.12
COIN	COINBASE GLOBAL INC -CLASS A	4.21%	1,518,428	$281,273,602.72
HOOD	ROBINHOOD MARKETS INC - A	4.07%	3,451,935	$271,943,439.30
CRCL	CIRCLE INTERNET GROUP INC	4.05%	2,814,095	$270,547,093.30
BEAM	BEAM THERAPEUTICS INC	3.74%	8,700,058	$249,604,664.02
AMD	ADVANCED MICRO DEVICES	3.66%	1,230,197	$244,341,728.14
RBLX	ROBLOX CORP -CLASS A	3.59%	3,550,659	$239,456,442.96
PLTR	PALANTIR TECHNOLOGIES INC-A	3.23%	1,486,516	$215,797,527.72
TER	TERADYNE INC	2.81%	576,350	$187,792,120.50
TWST	TWIST BIOSCIENCE CORP	2.62%	3,816,447	$175,136,752.83
TXG	10X GENOMICS INC-CLASS A	2.53%	7,309,946	$169,152,150.44
BLSH	BULLISH	2.41%	4,752,510	$160,682,363.10
ACHR	ARCHER AVIATION INC-A	2.18%	19,369,343	$145,657,459.36
NTLA	INTELLIA THERAPEUTICS INC	2.16%	9,324,300	$143,967,192.00
BMNR	BITMINE IMMERSION TECHNOLOGI	1.97%	6,457,854	$131,740,221.60
CRWV	COREWEAVE INC-CL A	1.72%	1,475,483	$115,161,448.15
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.67%	301,776	$111,388,539.36
DE	DEERE & CO	1.65%	174,256	$109,934,625.28
AMZN	AMAZON.COM INC	1.64%	524,799	$109,362,863.61
NVDA	NVIDIA CORP	1.57%	573,573	$104,665,601.04
XYZ	BLOCK INC	1.52%	1,573,202	$101,392,868.90
ILMN	ILLUMINA INC	1.38%	693,619	$92,175,028.91
RXRX	RECURSION PHARMACEUTICALS-A	1.28%	23,501,729	$85,311,276.27
NTRA	NATERA INC	1.25%	417,011	$83,473,091.87
KTOS	KRATOS DEFENSE & SECURITY	1.23%	905,751	$82,169,730.72
BWXT	BWX TECHNOLOGIES INC	1.19%	368,204	$79,705,119.88
BIDU	BAIDU INC - SPON ADR	1.16%	628,493	$77,656,595.08
META	META PLATFORMS INC-CLASS A	1.10%	112,326	$73,411,780.56
VCYT	VERACYTE INC	1.08%	1,999,457	$72,000,446.57
AVGO	BROADCOM INC	0.94%	195,930	$62,466,402.60
GOOG	ALPHABET INC-CL C	0.83%	181,690	$55,662,548.40
WGS	GENEDX HOLDINGS CORP	0.79%	711,229	$52,773,191.80
BABA	ALIBABA GROUP HOLDING-SP ADR	0.76%	356,759	$50,859,563.04
SOFI	SOFI TECHNOLOGIES INC	0.63%	2,288,325	$42,082,296.75
PACB	PACIFIC BIOSCIENCES OF CALIF	0.51%	21,211,780	$34,363,083.60
CERS	CERUS CORP	0.36%	9,621,794	$24,343,138.82
SLMT	BRERA HOLDINGS PLC-CL B	0.12%	6,991,978	$7,970,854.92
PD	PAGERDUTY INC	0.01%	93,300	$667,095.00

--------------------------

ARKQ
as of 03/03/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.94%	499,549	$201,478,102.68
TER	TERADYNE INC	9.15%	568,930	$185,374,461.90
KTOS	KRATOS DEFENSE & SECURITY	7.80%	1,742,577	$158,086,585.44
RKLB UQ	ROCKET LAB	4.63%	1,322,282	$93,842,353.54
DE	DEERE & CO	4.56%	146,495	$92,420,765.60
AMD	ADVANCED MICRO DEVICES	4.26%	434,517	$86,303,766.54
PLTR	PALANTIR TECHNOLOGIES INC-A	4.03%	562,075	$81,596,427.75
ACHR	ARCHER AVIATION INC-A	3.50%	9,421,198	$70,847,408.96
LHX	L3HARRIS TECHNOLOGIES INC	3.45%	184,975	$70,009,338.00
GOOG	ALPHABET INC-CL C	3.44%	227,322	$69,642,367.92
AVAV	AEROVIRONMENT INC	3.09%	300,125	$62,522,040.00
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.93%	160,902	$59,390,537.22
