ARKK
as of 04/09/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.43%	1,680,673	$576,891,007.30
CRSP	CRISPR THERAPEUTICS AG	6.50%	7,679,361	$397,483,725.40
TEM	TEMPUS AI INC-CL A	4.94%	6,359,884	$302,094,490.00
SHOP	SHOPIFY INC - CLASS A	4.67%	2,379,271	$285,750,447.10
HOOD	ROBINHOOD MARKETS INC - A	4.41%	3,756,127	$269,802,602.40
AMD	ADVANCED MICRO DEVICES	4.35%	1,146,464	$265,773,284.50
CRCL	CIRCLE INTERNET GROUP INC	4.30%	2,785,601	$263,072,158.40
COIN	COINBASE GLOBAL INC -CLASS A	4.25%	1,484,862	$259,984,487.60
ROKU	ROKU INC	4.04%	2,447,361	$247,158,987.40
BEAM	BEAM THERAPEUTICS INC	3.45%	8,282,199	$210,699,142.60
RBLX	ROBLOX CORP -CLASS A	3.32%	3,665,993	$203,205,992.00
PLTR	PALANTIR TECHNOLOGIES INC-A	3.31%	1,437,016	$202,274,372.20
TWST	TWIST BIOSCIENCE CORP	2.88%	3,437,964	$175,920,617.90
TXG	10X GENOMICS INC-CLASS A	2.60%	6,897,727	$158,785,675.50
BLSH	BULLISH	2.56%	4,055,888	$156,678,953.40
CRWV	COREWEAVE INC-CL A	2.26%	1,552,315	$138,000,803.50
BMNR	BITMINE IMMERSION TECHNOLOGI	2.20%	6,242,634	$134,341,483.70
TER	TERADYNE INC	2.20%	374,841	$134,301,781.90
AMZN	AMAZON.COM INC	2.11%	582,685	$128,919,056.30
NTLA	INTELLIA THERAPEUTICS INC	2.08%	9,165,718	$127,128,508.70
ACHR	ARCHER AVIATION INC-A	1.63%	17,831,543	$99,500,009.94
XYZ	BLOCK INC	1.47%	1,434,235	$90,112,985.05
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.44%	241,113	$88,223,246.70
DE	DEERE & CO	1.36%	136,044	$82,894,330.08
ILMN	ILLUMINA INC	1.31%	624,308	$79,911,424.00
NTRA	NATERA INC	1.29%	375,424	$79,150,641.92
RXRX	RECURSION PHARMACEUTICALS-A	1.22%	22,089,434	$74,883,181.26
