ARKK
as of 11/26/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	12.26%	2,204,438	$924,541,297.20
TEM	TEMPUS AI INC	5.57%	5,465,331	$419,956,034.04
ROKU	ROKU INC	5.47%	4,347,025	$412,445,732.00
CRSP	CRISPR THERAPEUTICS AG	5.42%	7,625,349	$408,489,945.93
COIN	COINBASE GLOBAL INC -CLASS A	5.20%	1,542,644	$392,016,693.28
SHOP	SHOPIFY INC - CLASS A	5.04%	2,415,270	$380,091,039.90
HOOD	ROBINHOOD MARKETS INC - A	4.22%	2,751,983	$318,046,675.31
RBLX	ROBLOX CORP -CLASS A	3.79%	3,142,157	$286,156,237.99
PLTR	PALANTIR TECHNOLOGIES INC-A	3.49%	1,610,266	$263,359,004.30
AMD	ADVANCED MICRO DEVICES	3.35%	1,225,457	$252,603,451.41
BEAM	BEAM THERAPEUTICS INC	3.03%	9,245,992	$228,283,542.48
TER	TERADYNE INC	2.50%	1,125,514	$188,714,932.38
CRCL	CIRCLE INTERNET GROUP INC	2.39%	2,573,543	$180,431,099.73
BMNR	BITMINE IMMERSION TECHNOLOGI	2.19%	5,722,361	$165,433,456.51
TXG	10X GENOMICS INC-CLASS A	2.10%	8,296,321	$158,210,841.47
ACHR	ARCHER AVIATION INC-A	2.05%	20,983,343	$154,857,071.34
TWST	TWIST BIOSCIENCE CORP	1.92%	4,655,636	$144,836,835.96
ILMN	ILLUMINA INC	1.79%	1,043,116	$135,229,558.24
VCYT	VERACYTE INC	1.74%	2,658,718	$131,287,494.84
AMZN	AMAZON.COM INC	1.73%	568,449	$130,555,681.83
BLSH	BULLISH	1.56%	2,912,243	$117,945,841.50
NVDA	NVIDIA CORP	1.46%	621,273	$110,474,764.86
NTRA	NATERA INC	1.41%	451,035	$106,665,267.15
META	META PLATFORMS INC-CLASS A	1.34%	158,869	$101,075,635.18
XYZ	BLOCK INC	1.31%	1,554,029	$98,976,107.01
PD	PAGERDUTY INC	1.28%	6,335,304	$96,169,914.72
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.26%	334,152	$95,126,391.36
DKNG UW	DRAFTKINGS INC-CL A	1.24%	2,963,507	$93,854,266.69
DE	DEERE & CO	1.17%	176,648	$87,993,668.24
RXRX	RECURSION PHARMACEUTICALS-A	1.12%	19,302,056	$84,349,984.72
