ARKK
as of 01/29/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.33%	1,735,126	$748,637,463.96
CRSP	CRISPR THERAPEUTICS AG	5.50%	7,419,306	$398,342,539.14
ROKU	ROKU INC	5.07%	3,641,815	$367,240,624.60
TEM	TEMPUS AI INC	4.98%	5,590,277	$360,964,185.89
COIN	COINBASE GLOBAL INC -CLASS A	4.71%	1,629,393	$341,243,775.99
SHOP	SHOPIFY INC - CLASS A	4.26%	2,220,296	$308,443,520.32
AMD	ADVANCED MICRO DEVICES	4.02%	1,152,609	$291,310,398.66
HOOD	ROBINHOOD MARKETS INC - A	3.94%	2,758,650	$285,244,410.00
TER	TERADYNE INC	3.51%	1,016,713	$254,666,272.24
BEAM	BEAM THERAPEUTICS INC	3.50%	8,749,763	$253,918,122.26
PLTR	PALANTIR TECHNOLOGIES INC-A	3.29%	1,514,566	$238,316,960.10
RBLX	ROBLOX CORP -CLASS A	3.26%	3,136,753	$236,103,398.31
CRCL	CIRCLE INTERNET GROUP INC	2.65%	2,634,526	$191,898,873.84
TWST	TWIST BIOSCIENCE CORP	2.50%	4,310,078	$181,066,376.78
BMNR	BITMINE IMMERSION TECHNOLOGI	2.45%	5,993,172	$177,577,686.36
TXG	10X GENOMICS INC-CLASS A	2.17%	7,448,020	$157,004,261.60
ACHR	ARCHER AVIATION INC-A	2.11%	19,735,183	$152,552,964.59
AMZN	AMAZON.COM INC	1.79%	534,693	$129,935,745.93
NTLA	INTELLIA THERAPEUTICS INC	1.76%	9,231,518	$127,579,578.76
CRWV	COREWEAVE INC-CL A	1.64%	1,118,824	$118,617,720.48
ILMN	ILLUMINA INC	1.59%	770,841	$115,518,232.26
BLSH	BULLISH	1.56%	3,294,310	$113,093,662.30
NVDA	NVIDIA CORP	1.54%	584,385	$111,921,415.20
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.49%	314,316	$107,590,366.80
XYZ	BLOCK INC	1.42%	1,602,824	$102,933,357.28
DE	DEERE & CO	1.37%	188,903	$99,175,964.03
NTRA	NATERA INC	1.33%	408,168	$96,299,076.24
KTOS	KRATOS DEFENSE & SECURITY	1.32%	849,388	$95,700,545.96
VCYT	VERACYTE INC	1.31%	2,468,207	$94,976,605.36
BIDU	BAIDU INC - SPON ADR	1.28%	586,797	$92,520,282.99
RXRX	RECURSION PHARMACEUTICALS-A	1.28%	20,768,255	$92,834,099.85
BWXT	BWX TECHNOLOGIES INC	1.23%	413,601	$89,461,896.30
DKNG UW	DRAFTKINGS INC-CL A	1.07%	2,578,858	$77,675,202.96
META	META PLATFORMS INC-CLASS A	1.06%	114,434	$76,525,448.82
ABNB	AIRBNB INC-CLASS A	1.02%	561,898	$73,917,681.90
TTD	TRADE DESK INC/THE -CLASS A	0.89%	2,013,531	$64,171,232.97
BABA	ALIBABA GROUP HOLDING-SP ADR	0.88%	363,491	$63,850,829.06
PD	PAGERDUTY INC	0.88%	5,958,536	$64,113,847.36
AVGO	BROADCOM INC	0.85%	184,209	$61,385,807.16
SOFI	SOFI TECHNOLOGIES INC	0.79%	2,331,539	$57,355,859.40
PACB	PACIFIC BIOSCIENCES OF CALIF	0.71%	21,612,436	$51,437,597.68
WGS	GENEDX HOLDINGS CORP	0.62%	470,648	$44,848,047.92
GOOG	ALPHABET INC-CL C	0.49%	106,548	$35,829,961.44
CERS	CERUS CORP	0.32%	9,803,524	$23,136,316.64
SLMT	BRERA HOLDINGS PLC-CL B	0.13%	6,222,479	$9,551,505.27

--------------------------

ARKQ
as of 01/29/2026

Ticker	Name	Weight	Shares	Market Value
TER	TERADYNE INC	10.57%	902,796	$226,132,342.08
TSLA	TESLA INC	10.10%	501,076	$216,194,250.96
KTOS	KRATOS DEFENSE & SECURITY	8.51%	1,615,975	$182,071,903.25
RKLB UQ	ROCKET LAB	6.17%	1,490,199	$131,986,925.43
AMD	ADVANCED MICRO DEVICES	4.44%	376,004	$95,031,250.96
PLTR	PALANTIR TECHNOLOGIES INC-A	4.15%	563,793	$88,712,828.55
AVAV	AEROVIRONMENT INC	4.05%	282,516	$86,715,461.04
DE	DEERE & CO	3.64%	148,541	$77,985,510.41
ACHR	ARCHER AVIATION INC-A	3.41%	9,450,009	$73,048,569.57
LHX	L3HARRIS TECHNOLOGIES INC	2.87%	170,663	$61,489,878.90
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.58%	161,394	$55,245,166.20
AMZN	AMAZON.COM INC	2.48%	217,971	$52,969,132.71
TRMB	TRIMBLE INC	2.45%	748,357	$52,437,374.99
GOOG	ALPHABET INC-CL C	2.36%	149,932	$50,419,132.96
NVDA	NVIDIA CORP	2.15%	240,217	$46,006,359.84
CCJ	CAMECO CORP	2.14%	341,923	$45,848,455.07
BIDU	BAIDU INC - SPON ADR	2.06%	280,113	$44,165,416.71
LUNR	INTUITIVE MACHINES INC	2.00%	1,876,421	$42,801,163.01
IRDM	IRIDIUM COMMUNICATIONS INC	1.89%	1,909,739	$40,467,369.41
BWXT	BWX TECHNOLOGIES INC	1.85%	183,500	$39,691,050.00
KMTUY	KOMATSU LTD -SPONS ADR	1.57%	911,407	$33,594,462.02
ESLT	ELBIT SYSTEMS LTD	1.46%	42,878	$31,336,528.74
SYM UQ	SYMBOTIC INC	1.45%	563,284	$31,036,948.40
WRD	WERIDE INC-ADR	1.38%	3,412,103	$29,548,811.98
JOBY	JOBY AVIATION INC	1.31%	2,103,185	$28,119,583.45
PONY	PONY AI INC	1.31%	1,791,256	$28,104,806.64
OKLO	OKLO INC	1.22%	276,183	$26,068,913.37
ISRG	INTUITIVE SURGICAL INC	1.20%	49,215	$25,692,198.60
CAT	CATERPILLAR INC	1.11%	36,968	$23,780,775.04
SRTA	STRATA CRITICAL MEDICAL INC	1.11%	4,797,178	$23,794,002.88
SNPS	SYNOPSYS INC	1.07%	44,885	$22,951,944.75
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.03%	1,690,418	$21,992,338.18
AUR	AURORA INNOVATION INC	1.02%	4,867,851	$21,905,329.50
TDY	TELEDYNE TECHNOLOGIES INC	1.01%	34,811	$21,593,611.41
DASH	DOORDASH INC - A	0.91%	94,474	$19,523,996.84
KDK	KODIAK AI INC	0.91%	2,041,400	$19,372,886.00
QCOM	QUALCOMM INC	0.84%	118,166	$18,043,948.20

--------------------------

ARKW
as of 01/29/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.11%	415,348	$179,206,048.08
AMD	ADVANCED MICRO DEVICES	7.11%	553,384	$139,862,272.16
ROKU	ROKU INC	5.51%	1,074,240	$108,326,361.60
HOOD	ROBINHOOD MARKETS INC - A	4.39%	834,341	$86,270,859.40
SHOP	SHOPIFY INC - CLASS A	4.37%	619,188	$86,017,596.96
COIN	COINBASE GLOBAL INC -CLASS A	4.32%	405,802	$84,987,112.86
GOOG	ALPHABET INC-CL C	3.33%	194,875	$65,532,565.00
RBLX	ROBLOX CORP -CLASS A	3.10%	809,522	$60,932,720.94
PLTR	PALANTIR TECHNOLOGIES INC-A	2.93%	365,869	$57,569,487.15
CRCL	CIRCLE INTERNET GROUP INC	2.88%	778,715	$56,721,600.60
CRWV	COREWEAVE INC-CL A	2.85%	529,612	$56,149,464.24
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.81%	161,472	$55,271,865.60
BMNR	BITMINE IMMERSION TECHNOLOGI	2.58%	1,710,277	$50,675,507.51
XYZ	BLOCK INC	2.52%	770,845	$49,503,665.90
META	META PLATFORMS INC-CLASS A	2.32%	68,217	$45,618,754.41
AMZN	AMAZON.COM INC	2.02%	163,315	$39,687,178.15
CRWD	CROWDSTRIKE HOLDINGS INC - A	1.86%	77,865	$36,533,479.35
NET	CLOUDFLARE INC - CLASS A	1.59%	169,365	$31,312,201.20
BIDU	BAIDU INC - SPON ADR	1.53%	190,878	$30,095,734.26
NVDA	NVIDIA CORP	1.46%	150,400	$28,804,608.00
DKNG UW	DRAFTKINGS INC-CL A	1.39%	909,790	$27,402,874.80
BLSH	BULLISH	1.37%	785,538	$26,967,519.54
ABNB	AIRBNB INC-CLASS A	1.27%	189,632	$24,946,089.60
