ARKK
as of 05/12/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.75%	1,668,128	$742,316,960.00
AMD	ADVANCED MICRO DEVICES	5.46%	820,727	$376,541,340.33
CRCL	CIRCLE INTERNET GROUP INC	5.34%	2,794,837	$368,247,723.12
CRSP	CRISPR THERAPEUTICS AG	4.87%	6,222,281	$336,065,396.81
TEM	TEMPUS AI INC-CL A	4.71%	6,712,554	$325,290,366.84
COIN	COINBASE GLOBAL INC -CLASS A	4.62%	1,473,773	$319,219,231.80
HOOD	ROBINHOOD MARKETS INC - A	4.52%	3,859,345	$311,757,889.10
ROKU	ROKU INC	4.51%	2,429,083	$311,092,659.81
SHOP	SHOPIFY INC - CLASS A	3.87%	2,604,337	$267,048,715.98
BEAM	BEAM THERAPEUTICS INC	3.03%	6,595,589	$209,409,950.75
PLTR	PALANTIR TECHNOLOGIES INC-A	2.92%	1,472,665	$201,593,111.85
CRWV	COREWEAVE INC-CL A	2.65%	1,593,966	$182,827,900.20
AMZN	AMAZON.COM INC	2.57%	660,296	$177,613,021.04
BLSH	BULLISH	2.57%	4,025,646	$177,249,193.38
TWST	TWIST BIOSCIENCE CORP	2.55%	3,135,069	$176,222,228.49
RBLX	ROBLOX CORP -CLASS A	2.31%	3,862,396	$159,555,578.76
NTLA	INTELLIA THERAPEUTICS INC	2.22%	10,605,437	$152,930,401.54
BMNR	BITMINE IMMERSION TECHNOLOGI	2.07%	6,196,003	$142,631,989.06
TXG	10X GENOMICS INC-CLASS A	2.03%	6,846,195	$140,346,997.50
TER	TERADYNE INC	1.81%	340,495	$124,839,086.80
ACHR	ARCHER AVIATION INC-A	1.68%	17,698,319	$115,747,006.26
XYZ	BLOCK INC	1.51%	1,423,523	$104,159,177.91
GOOG	ALPHABET INC-CL C	1.42%	252,878	$97,805,624.06
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.40%	239,319	$96,814,108.26
ILMN	ILLUMINA INC	1.28%	619,654	$88,306,891.54
XE	X-ENERGY INC	1.27%	2,640,374	$87,422,783.14
NVDA	NVIDIA CORP	1.24%	389,177	$85,401,000.88
DE	DEERE & CO	1.15%	135,030	$79,497,562.20
NTRA	NATERA INC	1.15%	397,157	$79,089,844.98
BIDU	BAIDU INC - SPON ADR	1.13%	534,901	$77,977,867.78
AVGO	BROADCOM INC	1.13%	182,486	$78,182,476.98
RXRX	RECURSION PHARMACEUTICALS-A	1.04%	21,924,399	$71,473,540.74
VCYT	VERACYTE INC	1.02%	1,775,562	$70,489,811.40
BWXT	BWX TECHNOLOGIES INC	0.93%	303,133	$63,900,436.40
BABA	ALIBABA GROUP HOLDING-SP ADR	0.91%	455,486	$62,538,227.80
KTOS	KRATOS DEFENSE & SECURITY	0.90%	1,090,331	$62,137,963.69
WGS	GENEDX HOLDINGS CORP	0.60%	1,037,413	$41,091,928.93
META	META PLATFORMS INC-CLASS A	0.56%	64,290	$38,500,709.40
SOFI	SOFI TECHNOLOGIES INC	0.52%	2,195,542	$35,699,512.92
CERS	CERUS CORP	0.36%	9,727,215	$24,512,581.80
PACB	PACIFIC BIOSCIENCES OF CALIF	0.29%	14,862,276	$20,138,383.98
SLMT	BRERA HOLDINGS PLC-CL B	0.04%	4,055,319	$2,626,630.12

--------------------------

ARKQ
as of 05/12/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.76%	548,830	$244,229,350.00
AMD	ADVANCED MICRO DEVICES	7.68%	379,965	$174,324,142.35
TER	TERADYNE INC	7.62%	471,893	$173,014,849.52
RKLB UQ	ROCKET LAB	5.65%	1,092,899	$128,251,697.65
KTOS	KRATOS DEFENSE & SECURITY	4.93%	1,962,773	$111,858,433.27
GOOG	ALPHABET INC-CL C	4.39%	257,845	$99,726,710.65
DE	DEERE & CO	3.84%	147,841	$87,039,910.34
PLTR	PALANTIR TECHNOLOGIES INC-A	3.51%	582,544	$79,744,448.16
AMZN	AMAZON.COM INC	3.14%	265,032	$71,290,957.68
ACHR	ARCHER AVIATION INC-A	3.04%	10,561,192	$69,070,195.68
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.89%	162,378	$65,688,396.12
LHX	L3HARRIS TECHNOLOGIES INC	2.76%	207,003	$62,587,357.05
LUNR	INTUITIVE MACHINES INC	2.52%	1,762,175	$57,129,713.50
AVAV	AEROVIRONMENT INC	2.35%	320,293	$53,312,769.85
NVDA	NVIDIA CORP	2.34%	241,681	$53,034,478.64
CAT	CATERPILLAR INC	2.26%	55,340	$51,288,558.60
BIDU	BAIDU INC - SPON ADR	2.02%	314,492	$45,846,643.76
TRMB	TRIMBLE INC	1.93%	752,919	$43,699,418.76
CCJ	CAMECO CORP	1.78%	335,393	$40,294,115.02
KMTUY	KOMATSU LTD -SPONS ADR	1.72%	916,963	$38,980,097.13
AUR	AURORA INNOVATION INC	1.71%	5,349,105	$38,834,502.30
BWXT	BWX TECHNOLOGIES INC	1.63%	175,815	$37,061,802.00
IRDM	IRIDIUM COMMUNICATIONS INC	1.63%	855,629	$36,920,391.35
JOBY	JOBY AVIATION INC	1.62%	3,422,894	$36,761,881.56
SYM UQ	SYMBOTIC INC	1.54%	677,980	$35,058,345.80
AVGO	BROADCOM INC	1.50%	79,307	$33,977,498.01
ESLT	ELBIT SYSTEMS LTD	1.42%	40,535	$32,223,298.25
OKLO	OKLO INC	1.27%	367,801	$28,736,292.13
XE	X-ENERGY INC	1.26%	860,996	$28,507,577.56
WRD	WERIDE INC-ADR	1.17%	3,432,907	$26,639,358.32
ISRG	INTUITIVE SURGICAL INC	1.14%	61,511	$25,838,310.66
SNPS	SYNOPSYS INC	1.03%	45,157	$23,309,591.83
KDK	KODIAK AI INC	1.01%	3,074,066	$23,024,754.34
TDY	TELEDYNE TECHNOLOGIES INC	0.98%	35,023	$22,154,849.34
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.97%	1,700,724	$22,075,397.52
SRTA	STRATA CRITICAL MEDICAL INC	0.93%	3,713,437	$21,018,053.42
DASH	DOORDASH INC - A	0.92%	131,981	$20,764,570.73
PONY	PONY AI INC	0.72%	1,802,178	$16,417,841.58

--------------------------

ARKW
as of 05/12/2026

Ticker	Name	Weight	Shares	Market Value
AMD	ADVANCED MICRO DEVICES	9.42%	371,804	$170,579,957.16
TSLA	TESLA INC	9.26%	376,625	$167,598,125.00
CRCL	CIRCLE INTERNET GROUP INC	5.31%	729,190	$96,078,074.40
HOOD	ROBINHOOD MARKETS INC - A	4.74%	1,062,442	$85,824,064.76
ROKU	ROKU INC	4.15%	587,353	$75,222,298.71
COIN	COINBASE GLOBAL INC -CLASS A	3.97%	331,498	$71,802,466.80
AMZN	AMAZON.COM INC	3.92%	264,108	$71,042,410.92
SHOP	SHOPIFY INC - CLASS A	3.86%	682,188	$69,951,557.52
CRWV	COREWEAVE INC-CL A	3.78%	597,086	$68,485,764.20
GOOG	ALPHABET INC-CL C	3.67%	171,742	$66,424,653.34
XYZ	BLOCK INC	2.71%	669,661	$48,999,095.37
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.64%	118,237	$47,831,595.98
PLTR	PALANTIR TECHNOLOGIES INC-A	2.56%	338,494	$46,336,443.66
RBLX	ROBLOX CORP -CLASS A	2.23%	976,133	$40,324,054.23
AVGO	BROADCOM INC	2.21%	93,375	$40,004,651.25
BLSH	BULLISH	2.14%	879,225	$38,712,276.75
DDOG	DATADOG INC - CLASS A	2.07%	185,414	$37,512,960.48
CRWD	CROWDSTRIKE HOLDINGS INC - A	2.01%	67,222	$36,451,801.72
BMNR	BITMINE IMMERSION TECHNOLOGI	1.99%	1,565,383	$36,035,116.66
META	META PLATFORMS INC-CLASS A	1.95%	58,988	$35,325,553.68
NET	CLOUDFLARE INC - CLASS A	1.72%	160,807	$31,119,370.64
PSTG	EVERPURE INC-A	1.64%	340,359	$29,726,955.06
RBRK	RUBRIK INC-A	1.18%	342,686	$21,304,788.62
NFLX	NETFLIX INC	1.12%	236,547	$20,212,941.15
NVDA	NVIDIA CORP	1.09%	89,862	$19,719,317.28
BIDU	BAIDU INC - SPON ADR	1.08%	134,072	$19,545,016.16
BABA	ALIBABA GROUP HOLDING-SP ADR	1.02%	134,143	$18,417,833.90
TOST	TOAST INC-CLASS A	0.99%	738,998	$17,876,361.62
DKNG UW	DRAFTKINGS INC-CL A	0.92%	680,253	$16,673,001.03
GTLB	GITLAB INC-CL A	0.92%	650,273	$16,672,999.72
SPOT	SPOTIFY TECHNOLOGY SA	0.90%	39,029	$16,372,665.50
DASH	DOORDASH INC - A	0.84%	97,068	$15,271,708.44
GENI	GENIUS SPORTS LTD	0.79%	3,225,022	$14,222,347.02
MELI	MERCADOLIBRE INC	0.77%	8,976	$13,978,324.80
ABNB	AIRBNB INC-CLASS A	0.50%	66,010	$9,046,670.50
ETHQ/U	3IQ ETHER STAKING ETF	0.41%	822,313	$7,450,155.78
SOLQ/U	3IQ SOLANA STAKING ETF	0.19%	439,354	$3,466,503.06
SLMT	BRERA HOLDINGS PLC-CL B	0.06%	1,692,204	$1,096,040.53

--------------------------

ARKG
as of 05/12/2026

Ticker	Name	Weight	Shares	Market Value
CRSP	CRISPR THERAPEUTICS AG	9.20%	1,994,358	$107,715,275.58
TEM	TEMPUS AI INC-CL A	8.53%	2,060,444	$99,849,116.24
TWST	TWIST BIOSCIENCE CORP	8.46%	1,761,837	$99,032,857.77
BEAM	BEAM THERAPEUTICS INC	5.69%	2,097,171	$66,585,179.25
