ARKK
as of 04/22/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.66%	1,796,473	$694,193,096.66
CRSP	CRISPR THERAPEUTICS AG	6.35%	8,208,921	$455,923,472.34
TEM	TEMPUS AI INC-CL A	5.22%	6,798,484	$374,936,392.60
AMD	ADVANCED MICRO DEVICES	4.75%	1,199,449	$341,231,246.01
SHOP	SHOPIFY INC - CLASS A	4.64%	2,543,311	$333,504,371.43
HOOD	ROBINHOOD MARKETS INC - A	4.55%	3,782,900	$326,956,047.00
COIN	COINBASE GLOBAL INC -CLASS A	4.33%	1,587,222	$311,016,150.90
ROKU	ROKU INC	4.15%	2,616,081	$298,521,002.91
CRCL	CIRCLE INTERNET GROUP INC	3.98%	2,977,601	$285,909,248.02
BEAM	BEAM THERAPEUTICS INC	3.78%	8,853,279	$271,707,132.51
RBLX	ROBLOX CORP -CLASS A	3.34%	3,918,713	$240,060,358.38
PLTR	PALANTIR TECHNOLOGIES INC-A	3.22%	1,585,981	$231,505,646.57
TWST	TWIST BIOSCIENCE CORP	3.20%	3,674,964	$230,089,496.04
CRWV	COREWEAVE INC-CL A	2.66%	1,659,355	$191,091,321.80
BLSH	BULLISH	2.53%	4,335,488	$181,787,011.84
TXG	10X GENOMICS INC-CLASS A	2.36%	7,373,407	$169,367,158.79
AMZN	AMAZON.COM INC	2.17%	622,765	$155,635,201.15
TER	TERADYNE INC	2.12%	400,641	$152,215,535.13
NTLA	INTELLIA THERAPEUTICS INC	2.09%	9,797,758	$150,003,674.98
BMNR	BITMINE IMMERSION TECHNOLOGI	2.02%	6,673,074	$144,872,436.54
ACHR	ARCHER AVIATION INC-A	1.58%	19,061,303	$113,224,139.82
XYZ	BLOCK INC	1.53%	1,533,115	$110,001,001.25
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.32%	257,673	$94,844,277.84
ILMN	ILLUMINA INC	1.23%	667,268	$88,066,030.64
DE	DEERE & CO	1.19%	145,404	$85,395,769.20
