ARKK
as of 12/19/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	12.32%	1,874,829	$906,236,093.73
ROKU	ROKU INC	5.89%	3,907,135	$433,184,057.45
CRSP	CRISPR THERAPEUTICS AG	5.47%	7,336,547	$402,336,237.48
COIN	COINBASE GLOBAL INC -CLASS A	5.28%	1,624,010	$388,463,192.00
SHOP	SHOPIFY INC - CLASS A	5.27%	2,322,664	$387,420,355.20
HOOD	ROBINHOOD MARKETS INC - A	4.48%	2,815,802	$329,899,362.32
TEM	TEMPUS AI INC	4.44%	5,246,775	$326,401,872.75
PLTR	PALANTIR TECHNOLOGIES INC-A	3.90%	1,545,916	$287,061,142.04
RBLX	ROBLOX CORP -CLASS A	3.54%	3,101,102	$260,213,468.82
AMD	ADVANCED MICRO DEVICES	3.22%	1,176,473	$236,541,661.38
BEAM	BEAM THERAPEUTICS INC	3.16%	8,876,194	$232,289,996.98
CRCL	CIRCLE INTERNET GROUP INC	2.83%	2,569,020	$208,064,929.80
TER	TERADYNE INC	2.80%	1,080,508	$205,782,748.60
BMNR	BITMINE IMMERSION TECHNOLOGI	2.36%	6,117,318	$173,915,350.74
ACHR	ARCHER AVIATION INC-A	2.14%	20,144,063	$157,526,572.66
TWST	TWIST BIOSCIENCE CORP	1.94%	4,469,450	$142,664,844.00
BLSH	BULLISH	1.83%	3,140,336	$134,657,607.68
ILMN	ILLUMINA INC	1.78%	1,001,464	$130,701,066.64
TXG	10X GENOMICS INC-CLASS A	1.73%	7,944,045	$127,104,720.00
AMZN	AMAZON.COM INC	1.68%	545,751	$123,754,496.76
VCYT	VERACYTE INC	1.46%	2,552,404	$107,303,064.16
XYZ	BLOCK INC	1.43%	1,635,998	$105,341,911.22
NVDA	NVIDIA CORP	1.41%	596,469	$103,869,111.66
NTRA	NATERA INC	1.32%	433,017	$97,316,240.58
RXRX	RECURSION PHARMACEUTICALS-A	1.28%	21,198,567	$94,121,637.48
DE	DEERE & CO	1.25%	192,807	$91,592,965.35
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.24%	320,814	$91,329,329.52
DKNG UW	DRAFTKINGS INC-CL A	1.22%	2,632,286	$89,997,858.34
META	META PLATFORMS INC-CLASS A	1.22%	134,817	$89,579,155.65
NTLA	INTELLIA THERAPEUTICS INC	1.09%	9,026,463	$80,154,991.44
PD	PAGERDUTY INC	1.07%	6,081,960	$78,883,021.20
CRWV	COREWEAVE INC-CL A	1.05%	1,142,004	$77,290,830.72
ABNB	AIRBNB INC-CLASS A	1.04%	573,526	$76,846,748.74
TTD	TRADE DESK INC/THE -CLASS A	1.04%	2,055,217	$76,639,041.93
BIDU	BAIDU INC - SPON ADR	0.98%	598,919	$72,163,750.31
BWXT	BWX TECHNOLOGIES INC	0.98%	422,151	$72,082,283.25
KTOS	KRATOS DEFENSE & SECURITY	0.91%	934,994	$66,758,571.60
SOFI	SOFI TECHNOLOGIES INC	0.85%	2,379,837	$62,565,914.73
BABA	ALIBABA GROUP HOLDING-SP ADR	0.74%	371,015	$54,657,929.80
WGS	GENEDX HOLDINGS CORP	0.67%	363,447	$49,545,095.04
PACB	PACIFIC BIOSCIENCES OF CALIF	0.53%	20,712,276	$38,939,078.88
GOOG	ALPHABET INC-CL C	0.45%	108,752	$33,033,420.00
CERS	CERUS CORP	0.29%	10,006,634	$21,514,263.10
SLMT	BRERA HOLDINGS PLC-CL B	0.20%	6,222,479	$14,871,724.81
IRDM	IRIDIUM COMMUNICATIONS INC	0.00%	226	$3,742.56

--------------------------

ARKQ
as of 12/19/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	13.61%	465,001	$224,767,533.37
TER	TERADYNE INC	9.45%	819,468	$156,067,680.60
KTOS	KRATOS DEFENSE & SECURITY	6.96%	1,609,662	$114,929,866.80
PLTR	PALANTIR TECHNOLOGIES INC-A	5.81%	516,655	$95,937,666.95
RKLB UQ	ROCKET LAB	5.30%	1,462,421	$87,628,266.32
AMD	ADVANCED MICRO DEVICES	4.09%	335,894	$67,534,847.64
ACHR	ARCHER AVIATION INC-A	4.00%	8,441,624	$66,013,499.68
DE	DEERE & CO	3.70%	128,835	$61,203,066.75
AVAV	AEROVIRONMENT INC	3.52%	252,381	$58,221,772.89
TRMB	TRIMBLE INC	3.23%	668,522	$53,421,593.02
AMZN	AMAZON.COM INC	2.67%	194,731	$44,157,201.56
LHX	L3HARRIS TECHNOLOGIES INC	2.61%	152,463	$43,104,339.36
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.48%	144,174	$41,043,454.32
GOOG	ALPHABET INC-CL C	2.46%	133,937	$40,683,363.75
NVDA	NVIDIA CORP	2.26%	214,597	$37,369,921.58
BIDU	BAIDU INC - SPON ADR	1.83%	250,223	$30,149,369.27
SYM UQ	SYMBOTIC INC	1.77%	503,189	$29,280,567.91
IRDM	IRIDIUM COMMUNICATIONS INC	1.71%	1,705,969	$28,250,846.64
BWXT	BWX TECHNOLOGIES INC	1.69%	163,935	$27,991,901.25
CCJ	CAMECO CORP	1.62%	305,453	$26,751,573.74
JOBY	JOBY AVIATION INC	1.58%	1,878,765	$26,020,895.25
KMTUY	KOMATSU LTD -SPONS ADR	1.58%	814,177	$26,037,380.46
ISRG	INTUITIVE SURGICAL INC	1.50%	43,965	$24,703,493.85
SRTA	STRATA CRITICAL MEDICAL INC	1.35%	4,285,303	$22,326,428.63
PONY	PONY AI INC	1.28%	1,479,669	$21,100,079.94
ESLT	ELBIT SYSTEMS LTD	1.26%	38,328	$20,741,388.84
DASH	DOORDASH INC - A	1.18%	84,394	$19,489,950.36
CAT	CATERPILLAR INC	1.13%	33,048	$18,699,549.84
QCOM	QUALCOMM INC	1.11%	105,566	$18,388,541.54
SNPS	SYNOPSYS INC	1.11%	40,125	$18,382,466.25
AUR	AURORA INNOVATION INC	1.10%	4,348,416	$18,176,378.88
LUNR	INTUITIVE MACHINES INC	1.10%	1,676,221	$18,186,997.85
TDY	TELEDYNE TECHNOLOGIES INC	0.95%	31,101	$15,689,210.46
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.94%	1,285,653	$15,453,549.06
KDK	KODIAK AI INC	0.86%	1,516,333	$14,147,386.89
OKLO	OKLO INC	0.52%	110,870	$8,616,816.40
WRD	WERIDE INC-ADR	0.51%	983,028	$8,414,719.68

--------------------------

ARKW
as of 12/19/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.36%	464,103	$224,333,467.11
ROKU	ROKU INC	6.12%	1,195,645	$132,561,161.15
AMD	ADVANCED MICRO DEVICES	5.40%	581,860	$116,988,771.60
SHOP	SHOPIFY INC - CLASS A	5.22%	677,528	$113,011,670.40
HOOD	ROBINHOOD MARKETS INC - A	4.80%	887,058	$103,927,715.28
COIN	COINBASE GLOBAL INC -CLASS A	4.71%	426,676	$102,060,899.20
PLTR	PALANTIR TECHNOLOGIES INC-A	4.11%	478,816	$88,911,343.04
RBLX	ROBLOX CORP -CLASS A	3.07%	792,950	$66,536,434.50
CRCL	CIRCLE INTERNET GROUP INC	3.06%	818,783	$66,313,235.17
GOOG	ALPHABET INC-CL C	2.87%	204,899	$62,238,071.25
META	META PLATFORMS INC-CLASS A	2.60%	84,710	$56,285,559.50
