ARKK
as of 04/28/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.32%	1,805,158	$683,559,179.86
AMD	ADVANCED MICRO DEVICES	5.19%	1,137,114	$380,512,457.82
TEM	TEMPUS AI INC-CL A	4.90%	6,831,379	$359,877,045.72
CRSP	CRISPR THERAPEUTICS AG	4.60%	6,618,501	$337,477,365.99
SHOP	SHOPIFY INC - CLASS A	4.33%	2,555,614	$317,483,927.22
COIN	COINBASE GLOBAL INC -CLASS A	4.28%	1,594,899	$313,684,735.32
HOOD	ROBINHOOD MARKETS INC - A	4.20%	3,669,046	$308,016,411.70
ROKU	ROKU INC	4.10%	2,628,735	$300,674,709.30
CRCL	CIRCLE INTERNET GROUP INC	3.89%	2,992,001	$285,556,575.44
PLTR	PALANTIR TECHNOLOGIES INC-A	3.11%	1,593,649	$228,051,171.90
RBLX	ROBLOX CORP -CLASS A	3.09%	3,937,667	$226,494,605.84
TWST	TWIST BIOSCIENCE CORP	3.07%	3,692,739	$225,257,079.00
BEAM	BEAM THERAPEUTICS INC	2.84%	7,137,887	$208,176,474.36
CRWV	COREWEAVE INC-CL A	2.55%	1,667,383	$186,846,938.98
AMZN	AMAZON.COM INC	2.54%	714,540	$186,580,684.80
BLSH	BULLISH	2.31%	4,356,458	$169,509,780.78
TXG	10X GENOMICS INC-CLASS A	2.25%	7,409,083	$165,074,369.24
TER	TERADYNE INC	2.21%	402,576	$161,835,552.00
BMNR	BITMINE IMMERSION TECHNOLOGI	1.97%	6,705,357	$144,500,443.35
ACHR	ARCHER AVIATION INC-A	1.54%	19,153,535	$113,005,856.50
XYZ	BLOCK INC	1.50%	1,540,531	$109,809,049.68
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.43%	258,915	$104,855,396.70
NTLA	INTELLIA THERAPEUTICS INC	1.32%	7,426,396	$96,840,203.84
NVDA	NVIDIA CORP	1.24%	421,127	$91,220,319.47
ILMN	ILLUMINA INC	1.17%	670,490	$86,171,374.80
AVGO	BROADCOM INC	1.13%	197,396	$82,551,007.20
DE	DEERE & CO	1.13%	146,106	$82,942,915.14
RXRX	RECURSION PHARMACEUTICALS-A	1.13%	23,727,089	$82,570,269.72
NTRA	NATERA INC	1.12%	403,159	$82,401,668.01
BIDU	BAIDU INC - SPON ADR	1.01%	578,779	$74,089,499.79
BWXT	BWX TECHNOLOGIES INC	0.99%	327,983	$72,835,184.81
BABA	ALIBABA GROUP HOLDING-SP ADR	0.89%	492,832	$65,310,096.64
VCYT	VERACYTE INC	0.89%	1,921,538	$65,044,061.30
GOOG	ALPHABET INC-CL C	0.88%	184,215	$64,202,611.80
WGS	GENEDX HOLDINGS CORP	0.82%	907,366	$60,040,408.22
KTOS	KRATOS DEFENSE & SECURITY	0.75%	873,241	$55,153,901.56
SOFI	SOFI TECHNOLOGIES INC	0.61%	2,376,024	$44,574,210.24
META	META PLATFORMS INC-CLASS A	0.37%	40,279	$27,334,134.98
PACB	PACIFIC BIOSCIENCES OF CALIF	0.35%	16,084,186	$25,573,855.74
CERS	CERUS CORP	0.28%	10,526,959	$20,843,378.82
SLMT	BRERA HOLDINGS PLC-CL B	0.05%	4,614,850	$3,538,666.98

--------------------------

ARKQ
as of 04/28/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.66%	553,819	$209,714,640.73
TER	TERADYNE INC	9.22%	497,525	$200,005,050.00
AMD	ADVANCED MICRO DEVICES	6.38%	414,001	$138,537,154.63
KTOS	KRATOS DEFENSE & SECURITY	5.03%	1,729,074	$109,208,313.84
RKLB UQ	ROCKET LAB	4.72%	1,244,491	$102,409,164.39
DE	DEERE & CO	3.90%	149,185	$84,690,832.65
PLTR	PALANTIR TECHNOLOGIES INC-A	3.88%	587,839	$84,119,760.90
GOOG	ALPHABET INC-CL C	3.72%	231,492	$80,679,591.84
AMZN	AMAZON.COM INC	3.22%	267,441	$69,834,193.92
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.06%	163,854	$66,357,592.92
AVAV	AEROVIRONMENT INC	2.92%	323,203	$63,263,755.22
ACHR	ARCHER AVIATION INC-A	2.90%	10,657,201	$62,877,485.90
LHX	L3HARRIS TECHNOLOGIES INC	2.78%	188,365	$60,363,447.90
NVDA	NVIDIA CORP	2.43%	243,877	$52,826,196.97
TRMB	TRIMBLE INC	2.35%	759,762	$51,033,213.54
LUNR	INTUITIVE MACHINES INC	2.30%	1,905,021	$49,911,550.20
CAT	CATERPILLAR INC	2.13%	55,841	$46,280,462.39
CCJ	CAMECO CORP	1.92%	338,441	$41,665,471.51
KMTUY	KOMATSU LTD -SPONS ADR	1.88%	925,297	$40,851,862.55
SYM UQ	SYMBOTIC INC	1.88%	684,142	$40,720,131.84
BIDU	BAIDU INC - SPON ADR	1.87%	317,351	$40,624,101.51
BWXT	BWX TECHNOLOGIES INC	1.82%	177,411	$39,397,660.77
AVGO	BROADCOM INC	1.54%	80,027	$33,467,291.40
ESLT	ELBIT SYSTEMS LTD	1.54%	40,901	$33,524,504.65
IRDM	IRIDIUM COMMUNICATIONS INC	1.49%	863,405	$32,291,347.00
JOBY	JOBY AVIATION INC	1.44%	3,454,010	$31,224,250.40
ISRG	INTUITIVE SURGICAL INC	1.35%	62,069	$29,233,878.31
AUR	AURORA INNOVATION INC	1.34%	5,788,365	$28,999,708.65
OKLO	OKLO INC	1.30%	371,143	$28,180,887.99
WRD	WERIDE INC-ADR	1.30%	3,464,113	$28,301,803.21
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.07%	1,716,183	$23,233,685.45
DASH	DOORDASH INC - A	1.07%	133,178	$23,180,962.68
TDY	TELEDYNE TECHNOLOGIES INC	1.07%	35,341	$23,165,672.09
KDK	KODIAK AI INC	1.06%	2,641,296	$23,111,340.00
SNPS	SYNOPSYS INC	1.05%	45,565	$22,715,975.10
PONY	PONY AI INC	0.88%	1,818,561	$19,185,818.55
SRTA	STRATA CRITICAL MEDICAL INC	0.85%	3,747,193	$18,548,605.35

--------------------------

ARKW
as of 04/28/2026

Ticker	Name	Weight	Shares	Market Value
AMD	ADVANCED MICRO DEVICES	8.69%	438,241	$146,648,585.83
TSLA	TESLA INC	8.46%	376,625	$142,616,588.75
HOOD	ROBINHOOD MARKETS INC - A	5.01%	1,006,503	$84,495,926.85
SHOP	SHOPIFY INC - CLASS A	4.58%	621,404	$77,197,018.92
ROKU	ROKU INC	4.23%	624,422	$71,421,388.36
AMZN	AMAZON.COM INC	4.09%	264,108	$68,963,880.96
CRCL	CIRCLE INTERNET GROUP INC	4.08%	721,085	$68,820,352.40
CRWV	COREWEAVE INC-CL A	3.88%	583,683	$65,407,516.98
COIN	COINBASE GLOBAL INC -CLASS A	3.87%	331,498	$65,199,026.64
GOOG	ALPHABET INC-CL C	3.55%	171,742	$59,855,521.84
RBLX	ROBLOX CORP -CLASS A	3.13%	918,541	$52,834,478.32
PLTR	PALANTIR TECHNOLOGIES INC-A	2.87%	338,494	$48,438,491.40
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.84%	118,237	$47,883,620.26
XYZ	BLOCK INC	2.83%	669,661	$47,733,436.08
AVGO	BROADCOM INC	2.32%	93,375	$39,049,425.00
BLSH	BULLISH	2.09%	906,751	$35,281,681.41
BMNR	BITMINE IMMERSION TECHNOLOGI	2.00%	1,565,383	$33,734,003.65
NET	CLOUDFLARE INC - CLASS A	1.85%	147,144	$31,247,499.84
META	META PLATFORMS INC-CLASS A	1.82%	45,335	$30,765,237.70
CRWD	CROWDSTRIKE HOLDINGS INC - A	1.81%	67,222	$30,559,793.42
PSTG	EVERPURE INC-A	1.49%	340,359	$25,176,355.23
DDOG	DATADOG INC - CLASS A	1.46%	185,414	$24,597,021.24
NFLX	NETFLIX INC	1.28%	236,547	$21,613,299.39
NVDA	NVIDIA CORP	1.15%	89,862	$19,465,007.82
RBRK	RUBRIK INC-A	1.08%	342,686	$18,251,456.36
BABA	ALIBABA GROUP HOLDING-SP ADR	1.05%	134,143	$17,776,630.36
BIDU	BAIDU INC - SPON ADR	1.02%	134,072	$17,162,556.72
TOST	TOAST INC-CLASS A	1.01%	595,456	$17,059,814.40
DASH	DOORDASH INC - A	1.00%	97,068	$16,895,656.08
MELI	MERCADOLIBRE INC	0.98%	8,976	$16,509,377.28
DKNG UW	DRAFTKINGS INC-CL A	0.95%	680,253	$16,006,353.09
SPOT	SPOTIFY TECHNOLOGY SA	0.92%	31,364	$15,550,898.48
GENI	GENIUS SPORTS LTD	0.85%	3,225,022	$14,254,597.24
GTLB	GITLAB INC-CL A	0.83%	650,273	$13,948,355.85
ABNB	AIRBNB INC-CLASS A	0.55%	66,010	$9,311,370.60
ETHQ/U	3IQ ETHER STAKING ETF	0.43%	822,313	$7,310,362.57
SOLQ/U	3IQ SOLANA STAKING ETF	0.18%	439,354	$3,013,968.44
SLMT	BRERA HOLDINGS PLC-CL B	0.08%	1,706,188	$1,308,304.96

--------------------------

ARKG
as of 04/28/2026

Ticker	Name	Weight	Shares	Market Value
TWST	TWIST BIOSCIENCE CORP	9.72%	1,849,831	$112,839,691.00
TEM	TEMPUS AI INC-CL A	8.96%	1,974,142	$103,997,800.56
CRSP	CRISPR THERAPEUTICS AG	8.70%	1,979,100	$100,914,309.00
TXG	10X GENOMICS INC-CLASS A	5.84%	3,041,049	$67,754,571.72
BEAM	BEAM THERAPEUTICS INC	5.23%	2,081,127	$60,696,068.96
ABSI	ABSCI CORP	4.67%	11,172,562	$54,186,925.70
ILMN	ILLUMINA INC	4.09%	369,560	$47,495,851.20
NTRA	NATERA INC	4.04%	229,312	$46,869,079.68
PSNL	PERSONALIS INC	3.87%	7,542,236	$44,951,726.56
CDNA	CAREDX INC	3.56%	1,890,687	$41,311,510.95
GH	GUARDANT HEALTH INC	3.56%	466,649	$41,298,436.50
RXRX	RECURSION PHARMACEUTICALS-A	3.54%	11,805,714	$41,083,884.72
NTLA	INTELLIA THERAPEUTICS INC	3.23%	2,875,309	$37,494,029.36
VCYT	VERACYTE INC	2.74%	940,734	$31,843,845.90
ADPT	ADAPTIVE BIOTECHNOLOGIES	2.45%	1,997,778	$28,388,425.38
CMPS	COMPASS PATHWAYS PLC	2.39%	3,119,635	$27,733,555.15
NRIX	NURIX THERAPEUTICS INC	2.30%	1,621,618	$26,740,480.82
BFLY	BUTTERFLY NETWORK INC	2.17%	4,599,390	$25,204,657.20
WGS	GENEDX HOLDINGS CORP	2.15%	377,527	$24,980,961.59
SDGR	SCHRODINGER INC	1.99%	1,969,180	$23,118,173.20
ARCT UQ	ARCTURUS THERAPEUTICS HOLDIN	1.89%	2,642,639	$21,933,903.70
IONS	IONIS PHARMACEUTICALS INC	1.69%	271,178	$19,587,186.94
ATAI UQ	ATAIBECKLEY INC	1.54%	4,122,953	$17,893,616.02
PRME	PRIME MEDICINE INC	1.47%	4,634,020	$17,006,853.40
PACB	PACIFIC BIOSCIENCES OF CALIF	1.41%	10,315,253	$16,401,252.27
ALMR	ALAMAR BIOSCIENCES INC	1.29%	561,256	$14,979,922.64
CERS	CERUS CORP	1.20%	7,009,093	$13,878,004.14
MASS	908 DEVICES INC	1.07%	1,836,863	$12,380,456.62
BNTX	BIONTECH SE-ADR	1.05%	119,432	$12,189,229.92
LLY	ELI LILLY & CO	0.89%	11,836	$10,276,843.72
GENB	GENERATE BIOMEDICINES INC	0.51%	473,739	$5,898,050.55
QSI	QUANTUM-SI INC	0.51%	6,517,870	$5,868,038.36

--------------------------

ARKF
as of 01/02/2026

Ticker	Name	Weight	Shares	Market Value
SHOP	SHOPIFY INC - CLASS A	9.65%	662,061	$106,571,959.17
COIN	COINBASE GLOBAL INC -CLASS A	5.67%	276,957	$62,631,055.98
HOOD	ROBINHOOD MARKETS INC - A	5.05%	492,638	$55,717,357.80
PLTR	PALANTIR TECHNOLOGIES INC-A	4.53%	281,162	$49,976,545.50
TOST	TOAST INC-CLASS A	4.34%	1,351,034	$47,975,217.34
