ARKK
as of 12/10/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	11.82%	2,116,617	$942,254,389.89
COIN	COINBASE GLOBAL INC -CLASS A	5.57%	1,599,738	$443,703,331.68
ROKU	ROKU INC	5.43%	4,099,675	$432,761,693.00
CRSP	CRISPR THERAPEUTICS AG	5.42%	7,567,768	$431,665,486.72
TEM	TEMPUS AI INC	5.15%	5,412,093	$410,669,616.84
SHOP	SHOPIFY INC - CLASS A	4.90%	2,441,965	$390,445,783.85
HOOD	ROBINHOOD MARKETS INC - A	4.64%	2,725,174	$369,833,363.54
RBLX	ROBLOX CORP -CLASS A	3.87%	3,111,548	$308,043,252.00
PLTR	PALANTIR TECHNOLOGIES INC-A	3.64%	1,594,591	$289,960,427.44
AMD	ADVANCED MICRO DEVICES	3.37%	1,213,525	$268,941,410.50
BEAM	BEAM THERAPEUTICS INC	3.04%	9,155,913	$242,448,576.24
CRCL	CIRCLE INTERNET GROUP INC	2.84%	2,548,482	$226,509,080.16
TER	TERADYNE INC	2.80%	1,114,551	$222,876,763.47
BMNR	BITMINE IMMERSION TECHNOLOGI	2.79%	5,666,615	$222,187,974.15
ACHR	ARCHER AVIATION INC-A	2.25%	20,778,903	$179,321,932.89
TXG	10X GENOMICS INC-CLASS A	1.83%	8,194,382	$146,187,774.88
TWST	TWIST BIOSCIENCE CORP	1.83%	4,610,283	$145,592,737.14
ILMN	ILLUMINA INC	1.71%	1,032,970	$136,486,326.10
BLSH	BULLISH	1.69%	2,928,783	$135,046,184.13
AMZN	AMAZON.COM INC	1.61%	562,920	$128,300,726.40
VCYT	VERACYTE INC	1.45%	2,632,821	$115,422,872.64
NVDA	NVIDIA CORP	1.43%	615,231	$113,799,278.07
NTRA	NATERA INC	1.32%	446,646	$105,198,532.38
DKNG UW	DRAFTKINGS INC-CL A	1.29%	2,934,646	$102,536,531.24
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.26%	330,903	$100,399,279.23
CRWV	COREWEAVE INC-CL A	1.22%	1,070,492	$97,050,804.72
XYZ	BLOCK INC	1.19%	1,538,905	$94,750,380.85
RXRX	RECURSION PHARMACEUTICALS-A	1.17%	19,474,816	$92,894,872.32
DE	DEERE & CO	1.15%	198,825	$92,028,139.50
META	META PLATFORMS INC-CLASS A	1.15%	139,065	$91,360,142.40
NTLA	INTELLIA THERAPEUTICS INC	1.11%	9,477,264	$88,138,555.20
TTD	TRADE DESK INC/THE -CLASS A	1.05%	2,119,940	$83,525,636.00
PD	PAGERDUTY INC	1.03%	6,273,592	$82,434,998.88
BWXT	BWX TECHNOLOGIES INC	0.97%	435,426	$77,140,070.16
BIDU	BAIDU INC - SPON ADR	0.96%	617,740	$76,562,695.60
ABNB	AIRBNB INC-CLASS A	0.93%	591,580	$74,178,216.20
