ARKK
as of 01/13/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.82%	1,791,804	$804,448,323.84
CRSP	CRISPR THERAPEUTICS AG	5.36%	7,198,949	$398,101,879.70
ROKU	ROKU INC	5.34%	3,582,265	$396,628,380.80
COIN	COINBASE GLOBAL INC -CLASS A	5.12%	1,565,054	$380,276,820.92
TEM	TEMPUS AI INC	4.97%	5,333,676	$369,410,399.76
SHOP	SHOPIFY INC - CLASS A	4.93%	2,183,996	$366,758,448.28
HOOD	ROBINHOOD MARKETS INC - A	4.29%	2,713,530	$318,894,045.60
BEAM	BEAM THERAPEUTICS INC	3.96%	8,739,121	$294,420,986.49
PLTR	PALANTIR TECHNOLOGIES INC-A	3.60%	1,489,816	$267,287,888.56
RBLX	ROBLOX CORP -CLASS A	3.18%	3,085,453	$236,715,954.16
AMD	ADVANCED MICRO DEVICES	3.17%	1,133,769	$235,472,483.61
TER	TERADYNE INC	3.07%	1,018,318	$228,469,826.48
CRCL	CIRCLE INTERNET GROUP INC	2.76%	2,475,724	$205,237,519.60
BMNR	BITMINE IMMERSION TECHNOLOGI	2.47%	5,895,162	$183,516,393.06
ACHR	ARCHER AVIATION INC-A	2.31%	19,412,383	$171,993,713.38
TWST	TWIST BIOSCIENCE CORP	2.26%	4,414,409	$167,924,118.36
TXG	10X GENOMICS INC-CLASS A	2.05%	7,697,886	$152,418,142.80
AMZN	AMAZON.COM INC	1.74%	525,963	$129,634,100.61
ILMN	ILLUMINA INC	1.68%	859,644	$125,121,184.20
BLSH	BULLISH	1.63%	3,026,300	$121,052,000.00
XYZ	BLOCK INC	1.49%	1,576,634	$110,774,304.84
VCYT	VERACYTE INC	1.44%	2,459,720	$106,874,834.00
KTOS	KRATOS DEFENSE & SECURITY	1.43%	901,062	$106,199,167.32
NVDA	NVIDIA CORP	1.43%	574,845	$106,311,834.30
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.38%	309,186	$102,578,639.22
NTLA	INTELLIA THERAPEUTICS INC	1.37%	8,939,396	$102,177,296.28
CRWV	COREWEAVE INC-CL A	1.33%	1,100,524	$98,970,123.32
RXRX	RECURSION PHARMACEUTICALS-A	1.32%	20,428,535	$98,261,253.35
NTRA	NATERA INC	1.29%	406,195	$95,638,612.75
DE	DEERE & CO	1.23%	185,813	$91,185,871.62
DKNG UW	DRAFTKINGS INC-CL A	1.19%	2,536,678	$88,682,262.88
BIDU	BAIDU INC - SPON ADR	1.18%	577,227	$87,888,583.02
BWXT	BWX TECHNOLOGIES INC	1.13%	406,851	$84,063,553.62
ABNB	AIRBNB INC-CLASS A	1.03%	552,718	$76,556,970.18
META	META PLATFORMS INC-CLASS A	1.03%	118,843	$76,293,640.71
TTD	TRADE DESK INC/THE -CLASS A	0.98%	1,980,621	$73,084,914.90
PD	PAGERDUTY INC	0.97%	5,861,096	$71,857,036.96
SOFI	SOFI TECHNOLOGIES INC	0.82%	2,293,409	$61,004,679.40
BABA	ALIBABA GROUP HOLDING-SP ADR	0.80%	357,551	$59,464,306.81
