ARKK
as of 05/27/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.85%	1,624,819	$704,505,270.21
AMD	ADVANCED MICRO DEVICES	5.71%	735,731	$370,727,493.59
CRSP	CRISPR THERAPEUTICS AG	4.81%	6,060,272	$312,649,432.48
TEM	TEMPUS AI INC-CL A	4.70%	6,537,684	$305,048,335.44
CRCL	CIRCLE INTERNET GROUP INC	4.37%	2,722,027	$283,553,552.59
ROKU	ROKU INC	4.34%	2,211,077	$282,155,535.97
HOOD	ROBINHOOD MARKETS INC - A	4.29%	3,758,815	$278,490,603.35
SHOP	SHOPIFY INC - CLASS A	4.10%	2,536,477	$266,076,437.30
COIN	COINBASE GLOBAL INC -CLASS A	3.98%	1,435,388	$258,384,193.88
TWST	TWIST BIOSCIENCE CORP	3.09%	3,089,924	$200,443,369.88
PLTR	PALANTIR TECHNOLOGIES INC-A	3.02%	1,434,325	$195,928,795.00
BEAM	BEAM THERAPEUTICS INC	2.95%	6,423,734	$191,363,035.86
RBLX	ROBLOX CORP -CLASS A	2.66%	3,761,776	$173,041,696.00
AMZN	AMAZON.COM INC	2.63%	643,106	$170,609,590.74
TXG	10X GENOMICS INC-CLASS A	2.53%	6,667,815	$164,161,605.30
CRWV	COREWEAVE INC-CL A	2.53%	1,552,557	$164,400,260.73
NTLA	INTELLIA THERAPEUTICS INC	2.32%	11,925,813	$150,384,501.93
BLSH	BULLISH	2.24%	4,190,208	$145,316,413.44
BMNR	BITMINE IMMERSION TECHNOLOGI	1.78%	6,034,588	$115,864,089.60
ACHR	ARCHER AVIATION INC-A	1.73%	17,237,159	$112,213,905.09
XYZ	BLOCK INC	1.48%	1,386,443	$95,900,262.31
GOOG	ALPHABET INC-CL C	1.46%	246,308	$94,789,170.72
ILMN	ILLUMINA INC	1.35%	603,544	$87,649,677.40
TER	TERADYNE INC	1.26%	209,737	$81,617,056.18
NVDA	NVIDIA CORP	1.25%	379,052	$81,443,112.72
NTRA	NATERA INC	1.22%	395,866	$79,533,438.06
VCYT	VERACYTE INC	1.18%	1,729,302	$76,452,441.42
XE	X-ENERGY INC	1.17%	2,571,614	$76,299,787.38
AVGO	BROADCOM INC	1.16%	177,761	$75,016,919.61
DE	DEERE & CO	1.07%	131,520	$69,589,862.40
CBRS	CEREBRAS SYSTEMS INC - A	1.03%	277,817	$67,151,147.07
BIDU	BAIDU INC - SPON ADR	1.02%	520,996	$66,077,922.68
RXRX	RECURSION PHARMACEUTICALS-A	0.98%	21,353,124	$63,418,778.28
TSM	TAIWAN SEMICONDUCTOR-SP ADR	0.95%	150,138	$61,904,900.16
BWXT	BWX TECHNOLOGIES INC	0.93%	295,258	$60,344,830.04
KTOS	KRATOS DEFENSE & SECURITY	0.93%	1,061,936	$60,317,964.80
BABA	ALIBABA GROUP HOLDING-SP ADR	0.88%	443,651	$57,439,494.97
WGS	GENEDX HOLDINGS CORP	0.77%	1,010,413	$49,954,818.72
META	META PLATFORMS INC-CLASS A	0.59%	62,625	$38,347,792.50
FIG	FIGMA INC-CL A	0.58%	1,723,348	$37,844,722.08
SOFI	SOFI TECHNOLOGIES INC	0.53%	2,138,347	$34,170,785.06
CERS	CERUS CORP	0.40%	9,473,775	$25,863,405.75
PACB	PACIFIC BIOSCIENCES OF CALIF	0.28%	14,475,051	$18,238,564.26

--------------------------

ARKQ
as of 05/27/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.33%	558,808	$242,293,560.72
AMD	ADVANCED MICRO DEVICES	8.31%	386,871	$194,940,428.19
TER	TERADYNE INC	7.97%	480,467	$186,968,928.38
RKLB UQ	ROCKET LAB	6.79%	1,112,765	$159,347,948.00
KTOS	KRATOS DEFENSE & SECURITY	4.84%	1,998,455	$113,512,244.00
GOOG	ALPHABET INC-CL C	4.31%	262,531	$101,032,430.04
PLTR	PALANTIR TECHNOLOGIES INC-A	3.45%	593,134	$81,022,104.40
DE	DEERE & CO	3.39%	150,529	$79,647,904.48
AMZN	AMAZON.COM INC	3.05%	269,850	$71,588,506.50
ACHR	ARCHER AVIATION INC-A	2.98%	10,753,210	$70,003,397.10
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.91%	165,330	$68,168,865.60
LHX	L3HARRIS TECHNOLOGIES INC	2.82%	210,765	$66,068,504.55
LUNR	INTUITIVE MACHINES INC	2.67%	1,794,209	$62,546,125.74
AVAV	AEROVIRONMENT INC	2.53%	326,113	$59,437,355.38
NVDA	NVIDIA CORP	2.25%	246,073	$52,871,244.78
CAT	CATERPILLAR INC	2.18%	56,342	$51,189,524.10
IRDM	IRIDIUM COMMUNICATIONS INC	1.86%	871,181	$43,698,438.96
TRMB	TRIMBLE INC	1.84%	766,605	$43,190,525.70
BIDU	BAIDU INC - SPON ADR	1.73%	320,210	$40,612,234.30
JOBY	JOBY AVIATION INC	1.71%	3,485,126	$40,148,651.52
KMTUY	KOMATSU LTD -SPONS ADR	1.64%	933,631	$38,390,906.72
AUR	AURORA INNOVATION INC	1.62%	5,446,359	$38,124,513.00
CCJ	CAMECO CORP	1.57%	341,489	$36,938,865.13
BWXT	BWX TECHNOLOGIES INC	1.56%	179,007	$36,585,450.66
SYM UQ	SYMBOTIC INC	1.56%	690,304	$36,496,372.48
ESLT	ELBIT SYSTEMS LTD	1.50%	41,267	$35,176,403.47
AVGO	BROADCOM INC	1.45%	80,747	$34,076,041.47
ISRG	INTUITIVE SURGICAL INC	1.17%	62,627	$27,345,453.28
XE	X-ENERGY INC	1.11%	876,650	$26,010,205.50
OKLO	OKLO INC	1.10%	374,485	$25,727,119.50
WRD	WERIDE INC-ADR	1.10%	3,495,319	$25,760,501.03
SNPS	SYNOPSYS INC	1.05%	45,973	$24,575,326.88
KDK	KODIAK AI INC	1.02%	3,129,956	$23,881,564.28
SRTA	STRATA CRITICAL MEDICAL INC	0.99%	3,780,949	$23,215,026.86
TDY	TELEDYNE TECHNOLOGIES INC	0.95%	35,659	$22,392,782.23
DASH	DOORDASH INC - A	0.88%	134,375	$20,693,750.00
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.87%	1,731,642	$20,502,641.28
PONY	PONY AI INC	0.73%	1,834,944	$17,138,376.96

--------------------------

ARKW
as of 05/27/2026

Ticker	Name	Weight	Shares	Market Value
AMD	ADVANCED MICRO DEVICES	9.64%	334,727	$168,665,588.03
TSLA	TESLA INC	9.18%	370,429	$160,614,310.11
