ARKK
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	11.92%	2,138,537	$955,690,799.93
CRSP	CRISPR THERAPEUTICS AG	5.54%	7,646,148	$444,164,737.32
ROKU	ROKU INC	5.49%	4,142,135	$440,308,950.50
COIN	COINBASE GLOBAL INC -CLASS A	5.42%	1,616,298	$434,816,487.96
SHOP	SHOPIFY INC - CLASS A	5.07%	2,467,245	$406,478,613.75
TEM	TEMPUS AI INC	5.04%	5,468,133	$403,876,303.38
HOOD	ROBINHOOD MARKETS INC - A	4.38%	2,849,442	$351,564,153.96
PLTR	PALANTIR TECHNOLOGIES INC-A	3.77%	1,611,091	$302,144,006.14
RBLX	ROBLOX CORP -CLASS A	3.70%	3,143,768	$296,583,073.12
AMD	ADVANCED MICRO DEVICES	3.39%	1,226,085	$271,492,001.55
BEAM	BEAM THERAPEUTICS INC	3.17%	9,250,733	$254,487,664.83
TER	TERADYNE INC	2.86%	1,126,091	$229,688,781.27
CRCL	CIRCLE INTERNET GROUP INC	2.84%	2,574,862	$228,055,527.34
BMNR	BITMINE IMMERSION TECHNOLOGI	2.74%	5,725,295	$219,736,822.10
ACHR	ARCHER AVIATION INC-A	2.24%	20,994,103	$179,709,521.68
TWST	TWIST BIOSCIENCE CORP	1.87%	4,658,023	$149,615,698.76
ILMN	ILLUMINA INC	1.78%	1,043,650	$142,395,606.00
TXG	10X GENOMICS INC-CLASS A	1.71%	8,279,242	$136,938,662.68
BLSH	BULLISH	1.67%	2,959,103	$134,284,094.14
AMZN	AMAZON.COM INC	1.63%	568,740	$130,969,447.20
NVDA	NVIDIA CORP	1.40%	621,591	$112,464,459.63
VCYT	VERACYTE INC	1.40%	2,660,081	$112,308,619.82
NTRA	NATERA INC	1.30%	451,266	$104,265,009.30
DKNG UW	DRAFTKINGS INC-CL A	1.29%	2,965,026	$103,449,757.14
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.27%	334,323	$101,918,366.55
XYZ	BLOCK INC	1.23%	1,554,825	$98,902,418.25
DE	DEERE & CO	1.19%	200,865	$95,599,688.10
CRWV	COREWEAVE INC-CL A	1.18%	1,081,572	$94,507,761.36
META	META PLATFORMS INC-CLASS A	1.14%	140,505	$91,709,018.55
NTLA	INTELLIA THERAPEUTICS INC	1.13%	9,477,264	$90,507,871.20
RXRX	RECURSION PHARMACEUTICALS-A	1.12%	19,676,516	$90,118,443.28
PD	PAGERDUTY INC	1.03%	6,338,552	$82,591,332.56
BWXT	BWX TECHNOLOGIES INC	1.01%	439,926	$80,673,629.88
BIDU	BAIDU INC - SPON ADR	1.00%	624,120	$80,080,837.20
TTD	TRADE DESK INC/THE -CLASS A	0.99%	2,141,880	$79,292,397.60
KTOS	KRATOS DEFENSE & SECURITY	0.96%	974,415	$76,764,413.70
ABNB	AIRBNB INC-CLASS A	0.95%	597,700	$76,505,600.00
SOFI	SOFI TECHNOLOGIES INC	0.84%	2,480,246	$67,140,259.22
BABA	ALIBABA GROUP HOLDING-SP ADR	0.76%	386,657	$60,666,483.30
WGS	GENEDX HOLDINGS CORP	0.73%	378,773	$58,849,961.01
PACB	PACIFIC BIOSCIENCES OF CALIF	0.58%	21,586,332	$46,842,340.44
GOOG	ALPHABET INC-CL C	0.44%	113,334	$35,552,875.80
CERS	CERUS CORP	0.28%	10,428,889	$22,422,111.35
SLMT	BRERA HOLDINGS PLC-CL B	0.14%	4,668,398	$10,877,367.34
IRDM	IRIDIUM COMMUNICATIONS INC	0.01%	42,556	$800,478.36

--------------------------

ARKQ
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	12.09%	460,240	$205,676,653.60
TER	TERADYNE INC	10.28%	857,835	$174,972,604.95
KTOS	KRATOS DEFENSE & SECURITY	7.38%	1,593,183	$125,510,956.74
PLTR	PALANTIR TECHNOLOGIES INC-A	5.64%	511,366	$95,901,579.64
RKLB UQ	ROCKET LAB	5.40%	1,447,448	$91,956,371.44
AMD	ADVANCED MICRO DEVICES	4.33%	332,456	$73,615,732.08
ACHR	ARCHER AVIATION INC-A	4.20%	8,355,191	$71,520,434.96
AVAV	AEROVIRONMENT INC	3.67%	249,798	$62,387,050.50
DE	DEERE & CO	3.33%	118,912	$56,594,977.28
TRMB	TRIMBLE INC	3.24%	661,679	$55,144,327.86
AMZN	AMAZON.COM INC	2.61%	192,739	$44,383,936.92
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.56%	142,698	$43,501,485.30
GOOG	ALPHABET INC-CL C	2.44%	132,566	$41,585,954.20
LHX	L3HARRIS TECHNOLOGIES INC	2.37%	139,238	$40,359,526.68
NVDA	NVIDIA CORP	2.26%	212,401	$38,429,712.93
BIDU	BAIDU INC - SPON ADR	1.87%	247,661	$31,777,382.91
IRDM	IRIDIUM COMMUNICATIONS INC	1.87%	1,688,503	$31,760,741.43
SYM UQ	SYMBOTIC INC	1.86%	498,038	$31,685,177.56
BWXT	BWX TECHNOLOGIES INC	1.75%	162,258	$29,754,872.04
CCJ	CAMECO CORP	1.70%	302,327	$28,944,786.98
JOBY	JOBY AVIATION INC	1.70%	1,859,529	$28,934,271.24
KMTUY	KOMATSU LTD -SPONS ADR	1.53%	805,843	$26,020,670.47
PONY	PONY AI INC	1.31%	1,464,519	$22,216,753.23
SRTA	STRATA CRITICAL MEDICAL INC	1.31%	4,241,428	$22,309,911.28
LUNR	INTUITIVE MACHINES INC	1.22%	1,659,061	$20,821,215.55
CAT	CATERPILLAR INC	1.20%	32,712	$20,464,954.32
ISRG	INTUITIVE SURGICAL INC	1.20%	37,303	$20,418,170.08
AUR	AURORA INNOVATION INC	1.17%	4,303,893	$19,840,946.73
ESLT	ELBIT SYSTEMS LTD	1.14%	37,938	$19,370,004.66
QCOM	QUALCOMM INC	1.11%	104,486	$18,940,177.22
SNPS	SYNOPSYS INC	1.11%	39,717	$18,955,335.42
DASH	DOORDASH INC - A	1.10%	83,530	$18,754,155.60
TDY	TELEDYNE TECHNOLOGIES INC	0.95%	30,783	$16,102,895.13
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.94%	1,272,492	$15,995,224.44
KDK	KODIAK AI INC	0.73%	1,500,808	$12,411,682.16
OKLO	OKLO INC	0.66%	109,736	$11,302,808.00
WRD	WERIDE INC-ADR	0.51%	972,963	$8,678,829.96

--------------------------

ARKW
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.23%	520,516	$232,613,395.24
ROKU	ROKU INC	5.70%	1,219,690	$129,653,047.00
AMD	ADVANCED MICRO DEVICES	5.69%	583,894	$129,291,648.42
SHOP	SHOPIFY INC - CLASS A	5.02%	693,108	$114,189,543.00
COIN	COINBASE GLOBAL INC -CLASS A	4.81%	406,817	$109,441,909.34
HOOD	ROBINHOOD MARKETS INC - A	4.70%	866,206	$106,872,496.28
PLTR	PALANTIR TECHNOLOGIES INC-A	3.96%	480,490	$90,111,094.60
RBLX	ROBLOX CORP -CLASS A	3.20%	770,739	$72,711,517.26
CRCL	CIRCLE INTERNET GROUP INC	3.09%	793,041	$70,239,641.37
GOOG	ALPHABET INC-CL C	2.84%	205,615	$64,501,425.50
BMNR	BITMINE IMMERSION TECHNOLOGI	2.74%	1,622,021	$62,253,165.98
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.55%	190,377	$58,036,428.45
META	META PLATFORMS INC-CLASS A	2.44%	85,006	$55,484,266.26
XYZ	BLOCK INC	2.16%	771,194	$49,055,650.34
CRWV	COREWEAVE INC-CL A	2.03%	528,479	$46,178,495.02
CRWD	CROWDSTRIKE HOLDINGS INC - A	1.98%	86,896	$44,981,714.40
U	UNITY SOFTWARE INC	1.78%	820,829	$40,409,411.67
AMZN	AMAZON.COM INC	1.74%	172,315	$39,680,698.20
NET	CLOUDFLARE INC - CLASS A	1.74%	190,021	$39,514,866.95
DKNG UW	DRAFTKINGS INC-CL A	1.57%	1,022,761	$35,684,131.29
BLSH	BULLISH	1.55%	778,086	$35,309,542.68
RBRK	RUBRIK INC-A	1.39%	361,845	$31,509,462.60
GTLB	GITLAB INC-CL A	1.31%	732,284	$29,803,958.80
NVDA	NVIDIA CORP	1.26%	158,680	$28,709,972.40
DDOG	DATADOG INC - CLASS A	1.23%	187,083	$28,043,741.70
DASH	DOORDASH INC - A	1.17%	118,134	$26,523,445.68
GENI	GENIUS SPORTS LTD	1.17%	2,404,988	$26,599,167.28
BIDU	BAIDU INC - SPON ADR	1.14%	201,393	$25,840,735.83
ABNB	AIRBNB INC-CLASS A	1.13%	200,087	$25,611,136.00
PINS	PINTEREST INC- CLASS A	1.12%	948,972	$25,508,367.36
PSTG	PURE STORAGE INC - CLASS A	1.10%	330,073	$25,042,638.51
SPOT	SPOTIFY TECHNOLOGY SA	1.01%	38,538	$23,079,252.06
TTD	TRADE DESK INC/THE -CLASS A	1.01%	617,924	$22,875,546.48
TOST	TOAST INC-CLASS A	0.99%	624,028	$22,446,287.16
QCOM	QUALCOMM INC	0.98%	122,504	$22,206,300.08
NXDR	NEXTDOOR HOLDINGS INC	0.96%	7,888,577	$21,851,358.29
MELI	MERCADOLIBRE INC	0.95%	10,745	$21,702,858.45
PD	PAGERDUTY INC	0.80%	1,394,220	$18,166,686.60
BABA	ALIBABA GROUP HOLDING-SP ADR	0.78%	112,480	$17,648,112.00
NFLX	NETFLIX INC	0.70%	168,075	$15,814,176.75
ETHQ/U	3IQ ETHER STAKING ETF	0.53%	971,185	$12,139,812.50
CRM	SALESFORCE INC	0.52%	45,085	$11,828,049.75
SOLQ/U	3IQ SOLANA STAKING ETF	0.23%	500,664	$5,342,084.88
SLMT	BRERA HOLDINGS PLC-CL B	0.14%	1,400,327	$3,262,761.91
IBTA	IBOTTA INC-CL A	0.05%	47,579	$1,051,495.90

--------------------------

ARKG
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
TEM	TEMPUS AI INC	9.63%	1,689,597	$124,793,634.42
CRSP	CRISPR THERAPEUTICS AG	8.90%	1,986,662	$115,405,195.58
PSNL	PERSONALIS INC	5.68%	7,932,773	$73,616,133.44
TWST	TWIST BIOSCIENCE CORP	5.52%	2,229,455	$71,610,094.60
GH	GUARDANT HEALTH INC	5.49%	701,638	$71,132,060.44
BEAM	BEAM THERAPEUTICS INC	4.78%	2,252,188	$61,957,691.88
NTRA	NATERA INC	4.45%	249,503	$57,647,668.15
ILMN	ILLUMINA INC	4.40%	418,348	$57,079,401.12
TXG	10X GENOMICS INC-CLASS A	4.21%	3,300,382	$54,588,318.28
RXRX	RECURSION PHARMACEUTICALS-A	4.14%	11,710,382	$53,633,549.56
VCYT	VERACYTE INC	3.60%	1,103,960	$46,609,191.20
ABSI	ABSCI CORP	3.58%	12,091,602	$46,431,751.68
CDNA	CAREDX INC	3.27%	2,139,462	$42,361,347.60
IONS	IONIS PHARMACEUTICALS INC	3.04%	497,735	$39,390,747.90
SDGR	SCHRODINGER INC	2.73%	1,953,517	$35,417,263.21
ADPT	ADAPTIVE BIOTECHNOLOGIES	2.66%	2,236,342	$34,484,393.64
NRIX	NURIX THERAPEUTICS INC	2.36%	1,601,620	$30,542,893.40
NTLA	INTELLIA THERAPEUTICS INC	2.35%	3,196,586	$30,527,396.30
WGS	GENEDX HOLDINGS CORP	2.23%	186,418	$28,963,764.66
PACB	PACIFIC BIOSCIENCES OF CALIF	1.84%	11,011,952	$23,895,935.84
PRME	PRIME MEDICINE INC	1.65%	5,015,204	$21,414,921.08
ARCT UQ	ARCTURUS THERAPEUTICS HOLDIN	1.53%	2,629,404	$19,773,118.08
BFLY	BUTTERFLY NETWORK INC	1.49%	6,266,402	$19,300,518.16
CMPS	COMPASS PATHWAYS PLC	1.16%	2,157,864	$14,975,576.16
ATAI	ATAI BECKLEY NV	1.13%	3,319,369	$14,671,610.98
CERS	CERUS CORP	1.12%	6,731,213	$14,472,107.95
AMGN	AMGEN INC	1.11%	45,320	$14,383,661.60
INCY	INCYTE CORP	1.01%	136,802	$13,146,672.20
MASS	908 DEVICES INC	0.98%	1,987,967	$12,722,988.80
VRTX	VERTEX PHARMACEUTICALS INC	0.90%	26,103	$11,640,110.79
QSI	QUANTUM-SI INC	0.76%	7,053,998	$9,875,597.20
VEEV	VEEVA SYSTEMS INC-CLASS A	0.73%	41,188	$9,452,234.12
CAI	CARIS LIFE SCIENCES INC	0.69%	339,083	$8,999,262.82
LAB	STANDARD BIOTOOLS INC	0.35%	3,081,891	$4,561,198.68

--------------------------

ARKF
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
SHOP	SHOPIFY INC - CLASS A	9.95%	703,224	$115,856,154.00
COIN	COINBASE GLOBAL INC -CLASS A	6.15%	266,012	$71,562,548.24
HOOD	ROBINHOOD MARKETS INC - A	5.22%	492,638	$60,781,676.44
PLTR	PALANTIR TECHNOLOGIES INC-A	4.53%	281,162	$52,729,121.48
TOST	TOAST INC-CLASS A	4.18%	1,351,034	$48,596,692.98
SOFI	SOFI TECHNOLOGIES INC	3.61%	1,551,897	$42,009,851.79
XYZ	BLOCK INC	3.57%	652,416	$41,500,181.76
CRCL	CIRCLE INTERNET GROUP INC	3.45%	453,011	$40,123,184.27
ROKU	ROKU INC	3.30%	360,884	$38,361,969.20
RBLX	ROBLOX CORP -CLASS A	3.05%	376,713	$35,539,104.42
BMNR	BITMINE IMMERSION TECHNOLOGI	2.79%	845,267	$32,441,347.46
MELI	MERCADOLIBRE INC	2.71%	15,628	$31,565,590.68
ADYEN	ADYEN NV	2.36%	17,603	$27,507,593.78
DKNG UW	DRAFTKINGS INC-CL A	2.36%	788,903	$27,524,825.67
AMD	ADVANCED MICRO DEVICES	2.31%	121,685	$26,944,709.55
META	META PLATFORMS INC-CLASS A	2.31%	41,109	$26,832,255.39
AMZN	AMAZON.COM INC	2.19%	110,561	$25,459,987.08
KLAR	KLARNA GROUP PLC	2.05%	736,657	$23,816,120.81
PINS	PINTEREST INC- CLASS A	2.03%	876,967	$23,572,872.96
NU UN	NU HOLDINGS LTD/CAYMAN ISL-A	1.92%	1,327,232	$22,324,042.24
BLSH	BULLISH	1.88%	482,930	$21,915,363.40
SE	SEA LTD-ADR	1.61%	148,096	$18,748,953.60
Z	ZILLOW GROUP INC - C	1.60%	246,266	$18,662,037.48
FUTU	FUTU HOLDINGS LTD-ADR	1.57%	106,024	$18,317,766.48
ABNB	AIRBNB INC-CLASS A	1.50%	136,311	$17,447,808.00
SPOT	SPOTIFY TECHNOLOGY SA	1.49%	29,020	$17,379,207.40
DASH	DOORDASH INC - A	1.47%	76,196	$17,107,525.92
NVDA	NVIDIA CORP	1.39%	89,295	$16,156,144.35
DSY	DISCOVERY LTD	1.30%	1,125,052	$15,132,274.46
CRWD	CROWDSTRIKE HOLDINGS INC - A	1.29%	28,997	$15,010,297.05
GLBE	GLOBAL-E ONLINE LTD	1.26%	364,781	$14,631,365.91
BABA	ALIBABA GROUP HOLDING-SP ADR	1.15%	85,622	$13,434,091.80
4689	LY CORP	1.15%	5,074,096	$13,328,939.39
ETOR	ETORO GROUP LTD-A	1.12%	333,445	$13,094,385.15
KSPI	JSC KASPI.KZ ADR	0.88%	133,688	$10,263,227.76
INTU	INTUIT INC	0.85%	14,562	$9,844,057.62
PYPL	PAYPAL HOLDINGS INC	0.80%	151,471	$9,344,245.99
ICE	INTERCONTINENTAL EXCHANGE IN	0.75%	53,595	$8,741,344.50
ETHQ/U	3IQ ETHER STAKING ETF	0.70%	650,997	$8,137,462.50
SOLQ/U	3IQ SOLANA STAKING ETF	0.41%	452,253	$4,825,539.51
SLMT	BRERA HOLDINGS PLC-CL B	0.16%	788,053	$1,836,163.49
IBTA	IBOTTA INC-CL A	0.09%	46,587	$1,029,572.70

--------------------------

ARKX
as of 12/12/2025

Ticker	Name	Weight	Shares	Market Value
RKLB UQ	ROCKET LAB	9.53%	709,738	$45,089,655.14
KTOS	KRATOS DEFENSE & SECURITY	7.93%	476,018	$37,500,698.04
TER	TERADYNE INC	7.87%	182,492	$37,222,893.24
LHX	L3HARRIS TECHNOLOGIES INC	7.81%	127,461	$36,945,845.46
