ARKK
as of 01/08/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.55%	1,805,706	$778,999,625.46
CRSP	CRISPR THERAPEUTICS AG	5.70%	7,254,809	$420,706,373.91
ROKU	ROKU INC	5.39%	3,610,055	$398,189,066.50
COIN	COINBASE GLOBAL INC -CLASS A	5.25%	1,577,192	$387,878,828.56
TEM	TEMPUS AI INC	5.08%	5,375,060	$375,017,936.20
SHOP	SHOPIFY INC - CLASS A	4.97%	2,200,936	$366,984,068.64
HOOD	ROBINHOOD MARKETS INC - A	4.33%	2,734,586	$319,864,524.42
PLTR	PALANTIR TECHNOLOGIES INC-A	3.69%	1,501,366	$272,768,174.88
BEAM	BEAM THERAPEUTICS INC	3.45%	8,806,937	$254,784,687.41
AMD	ADVANCED MICRO DEVICES	3.25%	1,142,561	$239,960,661.22
RBLX	ROBLOX CORP -CLASS A	3.22%	3,109,393	$237,619,813.06
TER	TERADYNE INC	3.16%	1,049,350	$233,459,388.00
CRCL	CIRCLE INTERNET GROUP INC	2.72%	2,494,932	$201,066,569.88
BMNR	BITMINE IMMERSION TECHNOLOGI	2.44%	5,940,900	$180,365,724.00
ACHR	ARCHER AVIATION INC-A	2.23%	19,563,023	$164,720,653.66
TWST	TWIST BIOSCIENCE CORP	2.20%	4,448,667	$162,598,778.85
TXG	10X GENOMICS INC-CLASS A	2.09%	7,714,923	$154,221,310.77
ILMN	ILLUMINA INC	1.98%	972,634	$146,031,268.76
AMZN	AMAZON.COM INC	1.73%	530,037	$128,035,737.72
BLSH	BULLISH	1.62%	3,049,778	$119,703,786.50
XYZ	BLOCK INC	1.54%	1,588,856	$113,555,538.32
VCYT	VERACYTE INC	1.51%	2,478,802	$111,818,758.22
NVDA	NVIDIA CORP	1.48%	579,297	$109,550,855.67
NTRA	NATERA INC	1.45%	420,543	$106,986,139.20
RXRX	RECURSION PHARMACEUTICALS-A	1.36%	20,587,071	$100,053,165.06
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.34%	311,580	$99,294,314.40
DE	DEERE & CO	1.21%	187,255	$88,983,576.00
NTLA	INTELLIA THERAPEUTICS INC	1.21%	8,786,621	$89,008,470.73
DKNG UW	DRAFTKINGS INC-CL A	1.20%	2,556,362	$88,603,506.92
BIDU	BAIDU INC - SPON ADR	1.16%	581,693	$85,398,349.33
CRWV	COREWEAVE INC-CL A	1.16%	1,109,064	$85,597,559.52
KTOS	KRATOS DEFENSE & SECURITY	1.12%	908,048	$83,031,909.12
BWXT	BWX TECHNOLOGIES INC	1.07%	410,001	$78,818,592.24
META	META PLATFORMS INC-CLASS A	1.05%	119,753	$77,682,573.57
TTD	TRADE DESK INC/THE -CLASS A	1.04%	1,995,979	$77,144,588.35
ABNB	AIRBNB INC-CLASS A	1.03%	557,002	$76,331,554.08
PD	PAGERDUTY INC	1.02%	5,906,568	$75,308,742.00
SOFI	SOFI TECHNOLOGIES INC	0.85%	2,311,203	$62,402,481.00
BABA	ALIBABA GROUP HOLDING-SP ADR	0.72%	360,323	$52,877,400.25
WGS	GENEDX HOLDINGS CORP	0.65%	352,971	$48,198,190.05
PACB	PACIFIC BIOSCIENCES OF CALIF	0.62%	21,423,892	$45,632,889.96
GOOG	ALPHABET INC-CL C	0.46%	105,620	$34,055,056.60
CERS	CERUS CORP	0.28%	9,718,004	$20,310,628.36
SLMT	BRERA HOLDINGS PLC-CL B	0.17%	6,222,479	$12,756,081.95

--------------------------

ARKQ
as of 01/08/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.55%	473,590	$204,311,461.90
TER	TERADYNE INC	9.81%	853,260	$189,833,284.80
KTOS	KRATOS DEFENSE & SECURITY	8.04%	1,703,043	$155,726,251.92
RKLB UQ	ROCKET LAB	6.12%	1,408,425	$118,420,374.00
PLTR	PALANTIR TECHNOLOGIES INC-A	5.00%	532,869	$96,811,639.92
AVAV	AEROVIRONMENT INC	4.39%	267,018	$85,039,892.64
ACHR	ARCHER AVIATION INC-A	3.88%	8,931,411	$75,202,480.62
AMD	ADVANCED MICRO DEVICES	3.86%	355,376	$74,636,067.52
DE	DEERE & CO	3.35%	136,298	$64,768,809.60
TRMB	TRIMBLE INC	2.93%	707,299	$56,711,233.82
LHX	L3HARRIS TECHNOLOGIES INC	2.58%	161,303	$49,965,217.28
AMZN	AMAZON.COM INC	2.57%	206,019	$49,765,949.64
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.51%	152,538	$48,610,809.84
GOOG	ALPHABET INC-CL C	2.36%	141,706	$45,690,265.58
NVDA	NVIDIA CORP	2.22%	227,041	$42,935,723.51
BIDU	BAIDU INC - SPON ADR	2.01%	264,741	$38,866,626.21
SYM UQ	SYMBOTIC INC	1.91%	532,378	$37,064,156.36
CCJ	CAMECO CORP	1.74%	323,167	$33,589,977.98
BWXT	BWX TECHNOLOGIES INC	1.72%	173,438	$33,341,721.12
LUNR	INTUITIVE MACHINES INC	1.71%	1,773,461	$33,021,843.82
IRDM	IRIDIUM COMMUNICATIONS INC	1.68%	1,804,943	$32,488,974.00
JOBY	JOBY AVIATION INC	1.60%	1,987,769	$30,909,807.95
KMTUY	KOMATSU LTD -SPONS ADR	1.47%	861,403	$28,383,228.85
ISRG	INTUITIVE SURGICAL INC	1.42%	46,515	$27,549,439.05
ESLT	ELBIT SYSTEMS LTD	1.38%	40,538	$26,670,355.58
PONY	PONY AI INC	1.38%	1,565,519	$26,801,685.28
SRTA	STRATA CRITICAL MEDICAL INC	1.38%	4,533,928	$26,659,496.64
OKLO	OKLO INC	1.15%	228,197	$22,272,027.20
SNPS	SYNOPSYS INC	1.14%	42,437	$22,054,508.90
AUR	AURORA INNOVATION INC	1.09%	4,600,713	$21,117,272.67
CAT	CATERPILLAR INC	1.08%	34,952	$20,849,567.04
DASH	DOORDASH INC - A	1.06%	89,290	$20,583,130.80
QCOM	QUALCOMM INC	1.04%	111,686	$20,124,700.34
WRD	WERIDE INC-ADR	1.02%	2,048,138	$19,825,975.84
TDY	TELEDYNE TECHNOLOGIES INC	0.90%	32,903	$17,487,286.44
KDK	KODIAK AI INC	0.88%	1,781,304	$17,118,331.44
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.85%	1,360,232	$16,458,807.20

--------------------------

ARKW
as of 01/08/2026

Ticker	Name	Weight	Shares	Market Value
