ARKK
as of 05/07/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.69%	1,624,703	$647,817,827.19
AMD	ADVANCED MICRO DEVICES	5.41%	858,142	$361,612,457.38
TEM	TEMPUS AI INC-CL A	5.02%	6,271,691	$335,535,468.50
CRSP	CRISPR THERAPEUTICS AG	4.99%	6,060,191	$333,795,320.28
CRCL	CIRCLE INTERNET GROUP INC	4.90%	2,692,801	$327,983,161.80
ROKU	ROKU INC	4.53%	2,365,813	$302,776,747.74
HOOD	ROBINHOOD MARKETS INC - A	4.44%	3,758,815	$297,134,325.75
COIN	COINBASE GLOBAL INC -CLASS A	4.25%	1,435,388	$284,149,408.48
SHOP	SHOPIFY INC - CLASS A	4.00%	2,536,477	$267,446,134.88
BEAM	BEAM THERAPEUTICS INC	3.11%	6,423,734	$207,743,557.56
CRWV	COREWEAVE INC-CL A	3.02%	1,463,526	$201,937,317.48
PLTR	PALANTIR TECHNOLOGIES INC-A	2.87%	1,434,325	$191,898,341.75
TWST	TWIST BIOSCIENCE CORP	2.81%	3,156,325	$187,896,027.25
AMZN	AMAZON.COM INC	2.64%	643,106	$176,847,718.94
BLSH	BULLISH	2.60%	3,920,751	$173,728,476.81
RBLX	ROBLOX CORP -CLASS A	2.46%	3,761,776	$164,615,317.76
TXG	10X GENOMICS INC-CLASS A	2.27%	6,667,815	$151,626,113.10
NTLA	INTELLIA THERAPEUTICS INC	2.09%	10,110,845	$140,035,203.25
BMNR	BITMINE IMMERSION TECHNOLOGI	2.07%	6,034,588	$138,252,411.08
TER	TERADYNE INC	1.95%	340,835	$130,362,570.80
ACHR	ARCHER AVIATION INC-A	1.65%	17,237,159	$110,490,189.19
XYZ	BLOCK INC	1.47%	1,386,443	$98,201,757.69
GOOG	ALPHABET INC-CL C	1.46%	246,308	$97,326,143.12
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.46%	233,109	$97,789,225.50
ILMN	ILLUMINA INC	1.29%	603,544	$86,053,303.52
XE	X-ENERGY INC	1.22%	2,571,614	$81,777,325.20
NVDA	NVIDIA CORP	1.18%	379,052	$78,778,377.16
