ARKK
as of 05/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.83%	1,647,863	$644,017,817.66
TEM	TEMPUS AI INC-CL A	5.23%	6,235,614	$342,958,770.00
AMD	ADVANCED MICRO DEVICES	5.06%	919,091	$331,369,069.14
CRSP	CRISPR THERAPEUTICS AG	4.84%	6,146,639	$317,350,971.57
SHOP	SHOPIFY INC - CLASS A	4.54%	2,332,793	$297,827,682.31
ROKU	ROKU INC	4.52%	2,399,557	$296,537,254.06
HOOD	ROBINHOOD MARKETS INC - A	4.28%	3,812,431	$280,823,667.46
COIN	COINBASE GLOBAL INC -CLASS A	4.25%	1,455,860	$278,433,225.00
CRCL	CIRCLE INTERNET GROUP INC	4.15%	2,731,201	$272,300,739.70
PLTR	PALANTIR TECHNOLOGIES INC-A	3.20%	1,454,773	$209,589,146.11
BEAM	BEAM THERAPEUTICS INC	3.05%	6,515,390	$200,022,473.00
CRWV	COREWEAVE INC-CL A	3.00%	1,651,150	$196,503,361.50
TWST	TWIST BIOSCIENCE CORP	2.99%	3,247,622	$196,156,368.80
AMZN	AMAZON.COM INC	2.67%	652,274	$174,979,023.24
RBLX	ROBLOX CORP -CLASS A	2.63%	3,815,440	$172,190,807.20
BLSH	BULLISH	2.39%	3,976,668	$156,362,585.76
TXG	10X GENOMICS INC-CLASS A	2.31%	6,762,951	$151,692,990.93
BMNR	BITMINE IMMERSION TECHNOLOGI	2.04%	6,120,676	$133,920,390.88
NTLA	INTELLIA THERAPEUTICS INC	2.02%	10,008,800	$132,716,688.00
TER	TERADYNE INC	1.94%	367,531	$126,952,558.02
ACHR	ARCHER AVIATION INC-A	1.57%	17,483,111	$102,625,861.57
XYZ	BLOCK INC	1.54%	1,406,219	$100,980,586.39
GOOG	ALPHABET INC-CL C	1.46%	249,812	$95,732,954.64
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.43%	236,421	$94,017,539.07
ILMN	ILLUMINA INC	1.27%	612,136	$83,115,826.08
XE	X-ENERGY INC	1.21%	2,608,286	$79,630,971.58
DE	DEERE & CO	1.17%	133,392	$77,001,865.92
AVGO	BROADCOM INC	1.16%	180,281	$75,948,779.68
NTRA	NATERA INC	1.16%	368,114	$76,302,669.92
NVDA	NVIDIA CORP	1.16%	384,452	$76,294,499.40
RXRX	RECURSION PHARMACEUTICALS-A	1.12%	21,657,804	$73,419,955.56
KTOS	KRATOS DEFENSE & SECURITY	1.02%	1,077,080	$66,832,814.00
BIDU	BAIDU INC - SPON ADR	1.01%	528,412	$66,516,502.56
BWXT	BWX TECHNOLOGIES INC	0.99%	299,458	$64,775,759.98
BABA	ALIBABA GROUP HOLDING-SP ADR	0.90%	449,963	$59,170,134.50
VCYT	VERACYTE INC	0.89%	1,753,974	$58,038,999.66
WGS	GENEDX HOLDINGS CORP	0.83%	828,311	$54,154,973.18
META	META PLATFORMS INC-CLASS A	0.59%	63,513	$38,663,221.19
SOFI	SOFI TECHNOLOGIES INC	0.54%	2,168,851	$35,634,221.93
CERS	CERUS CORP	0.40%	9,608,943	$26,136,324.96
PACB	PACIFIC BIOSCIENCES OF CALIF	0.36%	14,681,571	$23,490,513.60
SLMT	BRERA HOLDINGS PLC-CL B	0.05%	4,205,026	$3,267,305.20

--------------------------

ARKQ
as of 05/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.09%	543,841	$212,543,939.62
TER	TERADYNE INC	8.01%	488,561	$168,758,740.62
AMD	ADVANCED MICRO DEVICES	6.44%	376,512	$135,747,636.48
KTOS	KRATOS DEFENSE & SECURITY	5.00%	1,697,922	$105,356,060.10
GOOG	ALPHABET INC-CL C	4.65%	255,502	$97,913,476.44
RKLB UQ	ROCKET LAB	4.57%	1,222,069	$96,311,257.89
DE	DEERE & CO	4.01%	146,497	$84,566,858.22
PLTR	PALANTIR TECHNOLOGIES INC-A	3.95%	577,249	$83,164,263.43
AMZN	AMAZON.COM INC	3.34%	262,623	$70,451,245.98
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.04%	160,902	$63,985,898.34
ACHR	ARCHER AVIATION INC-A	2.92%	10,465,183	$61,430,624.21
AVAV	AEROVIRONMENT INC	2.79%	317,383	$58,706,333.51
LHX	L3HARRIS TECHNOLOGIES INC	2.75%	184,975	$57,965,615.75
TRMB	TRIMBLE INC	2.42%	746,076	$51,046,519.92
CAT	CATERPILLAR INC	2.32%	54,839	$48,788,613.13
LUNR	INTUITIVE MACHINES INC	2.27%	1,870,701	$47,927,359.62
NVDA	NVIDIA CORP	2.26%	239,485	$47,525,798.25
CCJ	CAMECO CORP	1.90%	332,345	$40,080,807.00
SYM UQ	SYMBOTIC INC	1.88%	671,818	$39,563,362.02
BIDU	BAIDU INC - SPON ADR	1.86%	311,633	$39,228,362.04
BWXT	BWX TECHNOLOGIES INC	1.79%	174,219	$37,685,311.89
KMTUY	KOMATSU LTD -SPONS ADR	1.79%	908,629	$37,817,138.98
AUR	AURORA INNOVATION INC	1.65%	5,684,073	$34,843,367.49
