ARKK
as of 01/23/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.35%	1,976,356	$888,095,332.16
CRSP	CRISPR THERAPEUTICS AG	5.91%	8,336,099	$506,918,180.19
ROKU	ROKU INC	5.19%	4,147,990	$444,788,967.70
TEM	TEMPUS AI INC	5.00%	6,273,166	$428,833,627.76
COIN	COINBASE GLOBAL INC -CLASS A	4.71%	1,812,149	$404,362,927.86
SHOP	SHOPIFY INC - CLASS A	4.06%	2,528,846	$348,070,363.44
BEAM	BEAM THERAPEUTICS INC	3.94%	9,854,004	$337,598,177.04
HOOD	ROBINHOOD MARKETS INC - A	3.89%	3,142,170	$333,855,562.50
AMD	ADVANCED MICRO DEVICES	3.88%	1,312,749	$333,083,803.77
PLTR	PALANTIR TECHNOLOGIES INC-A	3.34%	1,724,941	$286,167,711.90
TER	TERADYNE INC	3.14%	1,174,700	$269,170,758.00
RBLX	ROBLOX CORP -CLASS A	3.11%	3,572,803	$266,888,384.10
TWST	TWIST BIOSCIENCE CORP	2.69%	5,111,804	$230,797,950.60
TXG	10X GENOMICS INC-CLASS A	2.41%	8,913,981	$206,715,219.39
CRCL	CIRCLE INTERNET GROUP INC	2.38%	2,866,744	$204,542,184.40
ACHR	ARCHER AVIATION INC-A	2.36%	22,478,983	$202,535,636.83
BMNR	BITMINE IMMERSION TECHNOLOGI	2.30%	6,826,257	$197,278,827.30
NTLA	INTELLIA THERAPEUTICS INC	1.94%	10,445,672	$166,086,184.80
ILMN	ILLUMINA INC	1.79%	995,304	$153,227,050.80
AMZN	AMAZON.COM INC	1.66%	608,898	$142,689,157.32
BLSH	BULLISH	1.49%	3,504,245	$127,834,857.60
VCYT	VERACYTE INC	1.45%	2,848,175	$124,750,065.00
NVDA	NVIDIA CORP	1.43%	665,475	$123,006,399.00
XYZ	BLOCK INC	1.38%	1,825,439	$118,744,806.95
RXRX	RECURSION PHARMACEUTICALS-A	1.37%	23,655,875	$117,333,140.00
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.37%	357,921	$117,172,597.77
