ARKK
as of 02/26/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.73%	1,681,204	$701,734,549.60
CRSP	CRISPR THERAPEUTICS AG	6.30%	7,468,334	$412,252,036.80
TEM	TEMPUS AI INC-CL A	5.23%	6,369,196	$342,089,517.16
ROKU	ROKU INC	4.69%	3,325,136	$306,843,550.08
SHOP	SHOPIFY INC - CLASS A	4.36%	2,369,665	$285,094,396.15
COIN	COINBASE GLOBAL INC -CLASS A	4.22%	1,499,039	$275,733,233.66
HOOD	ROBINHOOD MARKETS INC - A	4.04%	3,407,844	$264,210,145.32
BEAM	BEAM THERAPEUTICS INC	3.94%	8,702,293	$257,674,895.73
AMD	ADVANCED MICRO DEVICES	3.92%	1,214,488	$256,086,939.68
RBLX	ROBLOX CORP -CLASS A	3.65%	3,505,303	$238,605,975.21
CRCL	CIRCLE INTERNET GROUP INC	3.53%	2,778,146	$230,975,058.44
TER	TERADYNE INC	3.07%	585,143	$200,598,723.26
PLTR	PALANTIR TECHNOLOGIES INC-A	3.01%	1,467,541	$196,929,326.79
TWST	TWIST BIOSCIENCE CORP	2.86%	3,767,687	$186,801,921.46
BLSH	BULLISH	2.36%	4,691,790	$154,312,973.10
TXG	10X GENOMICS INC-CLASS A	2.17%	7,216,543	$141,877,235.38
BMNR	BITMINE IMMERSION TECHNOLOGI	2.10%	6,375,353	$137,070,089.50
ACHR	ARCHER AVIATION INC-A	2.08%	19,121,863	$135,765,227.30
CRWV	COREWEAVE INC-CL A	1.95%	1,298,327	$127,249,029.27
NTLA	INTELLIA THERAPEUTICS INC	1.85%	9,022,923	$121,087,626.66
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.77%	297,935	$115,518,337.55
DE	DEERE & CO	1.71%	179,228	$111,768,373.08
NVDA	NVIDIA CORP	1.69%	566,259	$110,737,610.04
AMZN	AMAZON.COM INC	1.67%	518,106	$109,133,847.84
RXRX	RECURSION PHARMACEUTICALS-A	1.34%	23,201,441	$87,469,432.57
ILMN	ILLUMINA INC	1.28%	684,764	$83,452,188.68
NTRA	NATERA INC	1.28%	395,514	$83,781,730.62
BWXT	BWX TECHNOLOGIES INC	1.24%	388,561	$80,925,599.47
XYZ	BLOCK INC	1.23%	1,553,100	$80,668,014.00
BIDU	BAIDU INC - SPON ADR	1.15%	568,651	$75,431,555.15
VCYT	VERACYTE INC	1.15%	2,106,907	$75,258,718.04
KTOS	KRATOS DEFENSE & SECURITY	1.11%	822,997	$72,613,025.31
META	META PLATFORMS INC-CLASS A	1.11%	110,900	$72,494,221.00
AVGO	BROADCOM INC	0.98%	193,446	$64,284,040.26
GOOG	ALPHABET INC-CL C	0.86%	179,390	$56,154,451.70
WGS	GENEDX HOLDINGS CORP	0.85%	702,144	$55,399,161.60
BABA	ALIBABA GROUP HOLDING-SP ADR	0.82%	352,205	$53,633,777.40
SOFI	SOFI TECHNOLOGIES INC	0.67%	2,259,092	$43,577,884.68
PACB	PACIFIC BIOSCIENCES OF CALIF	0.52%	20,940,748	$34,133,419.24
CERS	CERUS CORP	0.35%	9,498,859	$22,987,238.78
SLMT	BRERA HOLDINGS PLC-CL B	0.12%	6,969,091	$7,805,381.92
PD	PAGERDUTY INC	0.06%	590,546	$3,980,280.04

--------------------------

ARKQ
as of 02/26/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.19%	502,603	$209,786,492.20
TER	TERADYNE INC	9.85%	591,440	$202,757,460.80
KTOS	KRATOS DEFENSE & SECURITY	6.95%	1,620,641	$142,989,155.43
RKLB UQ	ROCKET LAB	4.64%	1,360,803	$95,528,370.60
DE	DEERE & CO	4.51%	148,993	$92,913,524.73
AMD	ADVANCED MICRO DEVICES	4.48%	437,173	$92,182,298.78
AVAV	AEROVIRONMENT INC	3.74%	301,959	$77,065,975.98
PLTR	PALANTIR TECHNOLOGIES INC-A	3.69%	565,511	$75,885,921.09
GOOG	ALPHABET INC-CL C	3.48%	228,712	$71,593,717.36
ACHR	ARCHER AVIATION INC-A	3.27%	9,478,820	$67,299,622.00
LHX	L3HARRIS TECHNOLOGIES INC	3.08%	186,105	$63,471,110.25
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.05%	161,886	$62,768,058.78
TRMB	TRIMBLE INC	2.45%	750,638	$50,397,835.32
NVDA	NVIDIA CORP	2.29%	240,949	$47,119,986.44
AMZN	AMAZON.COM INC	2.24%	218,635	$46,053,276.40
CAT	CATERPILLAR INC	2.21%	59,298	$45,458,439.78
KMTUY	KOMATSU LTD -SPONS ADR	2.20%	914,185	$45,244,386.93
CCJ	CAMECO CORP	2.00%	342,965	$41,059,769.80
IRDM	IRIDIUM COMMUNICATIONS INC	1.99%	1,736,231	$41,044,500.84
BWXT	BWX TECHNOLOGIES INC	1.86%	184,059	$38,333,967.93
SYM UQ	SYMBOTIC INC	1.84%	675,926	$37,946,485.64
BIDU	BAIDU INC - SPON ADR	1.81%	280,967	$37,270,272.55
ESLT	ELBIT SYSTEMS LTD	1.58%	43,008	$32,493,189.12
ISRG	INTUITIVE SURGICAL INC	1.51%	61,325	$31,040,875.25
LUNR	INTUITIVE MACHINES INC	1.45%	1,882,141	$29,907,220.49
AUR	AURORA INNOVATION INC	1.36%	5,718,837	$27,907,924.56
AVGO	BROADCOM INC	1.28%	79,067	$26,274,754.77
JOBY	JOBY AVIATION INC	1.28%	2,673,564	$26,254,398.48
WRD	WERIDE INC-ADR	1.21%	3,422,505	$24,881,611.35
PONY	PONY AI INC	1.18%	1,796,717	$24,381,449.69
TDY	TELEDYNE TECHNOLOGIES INC	1.15%	34,917	$23,652,077.46
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.04%	1,695,571	$21,448,973.15
DASH	DOORDASH INC - A	1.00%	119,070	$20,606,254.20
OKLO	OKLO INC	1.00%	310,088	$20,565,036.16
SRTA	STRATA CRITICAL MEDICAL INC	1.00%	4,811,803	$20,498,280.78
SNPS	SYNOPSYS INC	0.98%	45,021	$20,222,082.57
KDK	KODIAK AI INC	0.90%	2,345,031	$18,455,393.97

--------------------------

ARKW
as of 02/26/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.01%	387,862	$161,893,598.80
AMD	ADVANCED MICRO DEVICES	7.25%	556,020	$117,242,377.20
ROKU	ROKU INC	5.37%	940,887	$86,825,052.36
SHOP	SHOPIFY INC - CLASS A	4.72%	634,559	$76,343,793.29
HOOD	ROBINHOOD MARKETS INC - A	4.65%	969,639	$75,176,111.67
COIN	COINBASE GLOBAL INC -CLASS A	3.90%	343,205	$63,129,127.70
CRCL	CIRCLE INTERNET GROUP INC	3.81%	741,429	$61,642,407.06
RBLX	ROBLOX CORP -CLASS A	3.79%	900,600	$61,303,842.00
GOOG	ALPHABET INC-CL C	3.57%	184,445	$57,736,818.35
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.47%	144,635	$56,079,328.55
CRWV	COREWEAVE INC-CL A	3.40%	560,592	$54,943,621.92
PLTR	PALANTIR TECHNOLOGIES INC-A	2.83%	341,659	$45,847,221.21
META	META PLATFORMS INC-CLASS A	2.57%	63,717	$41,651,165.73
XYZ	BLOCK INC	2.31%	719,837	$37,388,333.78
BMNR	BITMINE IMMERSION TECHNOLOGI	2.17%	1,636,234	$35,179,031.00
BLSH	BULLISH	2.10%	1,031,829	$33,936,855.81
AVGO	BROADCOM INC	2.07%	100,588	$33,426,398.28
AMZN	AMAZON.COM INC	1.99%	152,515	$32,125,759.60
NVDA	NVIDIA CORP	1.70%	140,463	$27,468,944.28
NET	CLOUDFLARE INC - CLASS A	1.68%	158,169	$27,173,434.20
CRWD	CROWDSTRIKE HOLDINGS INC - A	1.63%	72,717	$26,418,813.27
BIDU	BAIDU INC - SPON ADR	1.46%	178,260	$23,646,189.00
DDOG	DATADOG INC - CLASS A	1.36%	198,958	$21,951,036.14
PSTG	PURE STORAGE INC - CLASS A	1.33%	292,123	$21,488,567.88
RBRK	RUBRIK INC-A	1.19%	368,290	$19,210,006.40
NFLX	NETFLIX INC	1.16%	226,902	$18,764,795.40
DASH	DOORDASH INC - A	1.12%	104,571	$18,097,057.26
TOST	TOAST INC-CLASS A	1.06%	640,175	$17,163,091.75
