ARKK
as of 06/10/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.22%	1,709,827	$678,254,174.36
TEM	TEMPUS AI INC-CL A	5.06%	6,879,652	$335,864,610.64
CRSP	CRISPR THERAPEUTICS AG	4.95%	6,377,336	$328,305,257.28
HOOD	ROBINHOOD MARKETS INC - A	4.75%	3,764,237	$315,330,133.49
AMD	ADVANCED MICRO DEVICES	4.73%	659,892	$313,781,945.46
SHOP	SHOPIFY INC - CLASS A	4.44%	2,669,181	$294,730,966.02
ROKU	ROKU INC	4.24%	2,326,709	$281,322,385.19
CRCL	CIRCLE INTERNET GROUP INC	3.64%	2,978,386	$241,547,104.60
COIN	COINBASE GLOBAL INC -CLASS A	3.61%	1,541,031	$239,630,320.50
TWST	TWIST BIOSCIENCE CORP	3.33%	3,155,716	$221,089,462.96
BEAM	BEAM THERAPEUTICS INC	3.16%	6,884,093	$209,758,313.71
TXG	10X GENOMICS INC-CLASS A	3.13%	6,798,907	$207,978,565.13
PLTR	PALANTIR TECHNOLOGIES INC-A	3.00%	1,509,301	$199,333,383.07
AMZN	AMAZON.COM INC	2.58%	701,426	$171,281,214.94
RBLX	ROBLOX CORP -CLASS A	2.57%	3,958,544	$170,217,392.00
CRWV	COREWEAVE INC-CL A	2.42%	1,633,781	$160,845,739.45
NTLA	INTELLIA THERAPEUTICS INC	2.25%	11,593,770	$149,443,695.30
GOOG	ALPHABET INC-CL C	1.95%	356,301	$129,084,289.29
BLSH	BULLISH	1.79%	4,409,416	$118,613,290.40
NVDA	NVIDIA CORP	1.76%	561,125	$116,820,613.75
BMNR	BITMINE IMMERSION TECHNOLOGI	1.55%	6,350,244	$102,873,952.80
ILMN	ILLUMINA INC	1.53%	635,048	$101,626,731.44
XYZ	BLOCK INC	1.50%	1,458,955	$99,632,036.95
NTRA	NATERA INC	1.40%	416,546	$92,814,779.72
BABA	ALIBABA GROUP HOLDING-SP ADR	1.33%	739,979	$88,575,486.30
ACHR	ARCHER AVIATION INC-A	1.32%	16,404,952	$87,274,344.64
VCYT	VERACYTE INC	1.25%	1,679,778	$82,712,268.72
DE	DEERE & CO	1.20%	138,384	$79,893,234.72
AVGO	BROADCOM INC	1.19%	201,055	$78,845,728.80
CBRS	CEREBRAS SYSTEMS INC - A	1.17%	342,946	$77,785,296.99
RXRX	RECURSION PHARMACEUTICALS-A	1.09%	22,470,284	$72,354,314.48
KTOS	KRATOS DEFENSE & SECURITY	1.04%	1,231,624	$69,204,952.56
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.02%	157,970	$67,598,522.40
TER	TERADYNE INC	0.99%	177,890	$65,678,766.90
META	META PLATFORMS INC-CLASS A	0.98%	111,178	$64,993,547.02
WGS	GENEDX HOLDINGS CORP	0.90%	1,063,213	$59,890,788.29
BWXT	BWX TECHNOLOGIES INC	0.88%	310,658	$58,701,935.68
XE	X-ENERGY INC	0.83%	2,706,078	$55,285,173.54
FIG	FIGMA INC-CL A	0.56%	1,813,460	$37,157,795.40
SOFI	SOFI TECHNOLOGIES INC	0.56%	2,250,195	$37,060,711.65
GOOGL	ALPHABET INC-CL A	0.53%	97,150	$35,387,859.00
