ARKK
as of 03/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.27%	1,689,718	$663,096,034.74
CRSP	CRISPR THERAPEUTICS AG	6.75%	7,506,152	$435,807,185.12
TEM	TEMPUS AI INC-CL A	5.09%	6,401,452	$329,034,632.80
SHOP	SHOPIFY INC - CLASS A	4.56%	2,416,888	$294,546,140.56
ROKU	ROKU INC	4.44%	3,050,336	$286,945,107.52
CRCL	CIRCLE INTERNET GROUP INC	4.31%	2,792,213	$278,188,181.19
COIN	COINBASE GLOBAL INC -CLASS A	4.30%	1,524,100	$277,934,876.00
HOOD	ROBINHOOD MARKETS INC - A	4.18%	3,546,125	$269,753,728.75
RBLX	ROBLOX CORP -CLASS A	3.76%	3,629,672	$243,079,133.84
BEAM	BEAM THERAPEUTICS INC	3.64%	8,632,396	$234,973,819.12
AMD	ADVANCED MICRO DEVICES	3.61%	1,220,635	$233,080,253.25
PLTR	PALANTIR TECHNOLOGIES INC-A	3.36%	1,474,966	$217,144,494.52
TWST	TWIST BIOSCIENCE CORP	2.74%	3,786,767	$176,652,680.55
TER	TERADYNE INC	2.69%	571,870	$173,974,291.40
TXG	10X GENOMICS INC-CLASS A	2.54%	7,253,092	$164,064,941.04
BLSH	BULLISH	2.42%	4,715,550	$156,179,016.00
ACHR	ARCHER AVIATION INC-A	2.00%	19,218,703	$129,149,684.16
NTLA	INTELLIA THERAPEUTICS INC	1.98%	9,408,000	$127,995,840.00
BMNR	BITMINE IMMERSION TECHNOLOGI	1.94%	6,407,636	$125,397,436.52
AMZN	AMAZON.COM INC	1.80%	558,365	$116,547,526.45
CRWV	COREWEAVE INC-CL A	1.72%	1,508,797	$111,319,042.66
NVDA	NVIDIA CORP	1.59%	569,121	$102,470,236.05
XYZ	BLOCK INC	1.52%	1,560,966	$98,184,761.40
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.49%	272,269	$96,146,351.97
DE	DEERE & CO	1.47%	152,967	$94,720,225.74
ILMN	ILLUMINA INC	1.38%	688,229	$89,166,949.24
NTRA	NATERA INC	1.33%	413,777	$85,668,390.08
RXRX	RECURSION PHARMACEUTICALS-A	1.28%	23,318,945	$82,549,065.30
KTOS	KRATOS DEFENSE & SECURITY	1.24%	898,709	$79,940,165.55
BWXT	BWX TECHNOLOGIES INC	1.16%	365,348	$75,199,578.84
META	META PLATFORMS INC-CLASS A	1.13%	111,458	$73,013,906.64
VCYT	VERACYTE INC	1.08%	1,983,917	$69,595,808.36
BIDU	BAIDU INC - SPON ADR	1.05%	568,961	$67,541,360.31
BABA	ALIBABA GROUP HOLDING-SP ADR	0.96%	456,910	$61,952,426.90
AVGO	BROADCOM INC	0.94%	194,418	$61,016,145.12
WGS	GENEDX HOLDINGS CORP	0.88%	737,742	$56,784,001.74
GOOG	ALPHABET INC-CL C	0.85%	180,290	$54,728,832.40
SOFI	SOFI TECHNOLOGIES INC	0.65%	2,270,531	$42,254,581.91
PACB	PACIFIC BIOSCIENCES OF CALIF	0.50%	21,046,804	$31,991,142.08
CERS	CERUS CORP	0.32%	9,761,116	$20,791,177.08
SLMT	BRERA HOLDINGS PLC-CL B	0.12%	6,994,478	$7,693,925.80
PD	PAGERDUTY INC	0.00%	11,154	$82,428.06

--------------------------

ARKQ
as of 03/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.94%	499,549	$196,038,014.07
TER	TERADYNE INC	8.78%	568,930	$173,079,884.60
KTOS	KRATOS DEFENSE & SECURITY	7.66%	1,697,922	$151,030,161.90
RKLB UQ	ROCKET LAB	4.70%	1,322,282	$92,731,636.66
DE	DEERE & CO	4.60%	146,495	$90,712,633.90
AMD	ADVANCED MICRO DEVICES	4.21%	434,517	$82,971,021.15
PLTR	PALANTIR TECHNOLOGIES INC-A	4.20%	562,075	$82,748,681.50
AVAV	AEROVIRONMENT INC	3.60%	311,330	$71,076,639.00
GOOG	ALPHABET INC-CL C	3.50%	227,322	$69,005,866.32
ACHR	ARCHER AVIATION INC-A	3.46%	10,142,039	$68,154,502.08
LHX	L3HARRIS TECHNOLOGIES INC	3.45%	184,975	$68,070,800.00
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.88%	160,902	$56,819,323.26
TRMB	TRIMBLE INC	2.62%	746,076	$51,598,616.16
AMZN	AMAZON.COM INC	2.40%	226,530	$47,283,606.90
NVDA	NVIDIA CORP	2.19%	239,485	$43,119,274.25
CAT	CATERPILLAR INC	2.16%	58,938	$42,563,844.84
KMTUY	KOMATSU LTD -SPONS ADR	2.09%	908,629	$41,142,721.12
CCJ	CAMECO CORP	2.04%	340,881	$40,152,372.99
BWXT	BWX TECHNOLOGIES INC	1.91%	182,941	$37,654,746.03
BIDU	BAIDU INC - SPON ADR	1.88%	311,633	$36,993,953.43
SYM UQ	SYMBOTIC INC	1.79%	671,818	$35,384,654.06
LUNR	INTUITIVE MACHINES INC	1.73%	1,870,701	$34,046,758.20
ESLT	ELBIT SYSTEMS LTD	1.68%	40,169	$33,062,300.52
ISRG	INTUITIVE SURGICAL INC	1.54%	60,953	$30,319,241.26
JOBY	JOBY AVIATION INC	1.48%	2,999,318	$29,273,343.68
AUR	AURORA INNOVATION INC	1.33%	5,684,073	$26,146,735.80
IRDM	IRIDIUM COMMUNICATIONS INC	1.31%	1,073,445	$25,762,680.00
AVGO	BROADCOM INC	1.25%	78,587	$24,663,744.08
TDY	TELEDYNE TECHNOLOGIES INC	1.21%	34,705	$23,816,306.25
PONY	PONY AI INC	1.17%	1,785,795	$23,054,613.45
SRTA	STRATA CRITICAL MEDICAL INC	1.16%	4,782,553	$22,956,254.40
WRD	WERIDE INC-ADR	1.09%	3,401,701	$21,566,784.34
DASH	DOORDASH INC - A	1.05%	118,348	$20,765,340.08
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.03%	1,685,265	$20,374,853.85
OKLO	OKLO INC	0.99%	308,204	$19,509,313.20
SNPS	SYNOPSYS INC	0.96%	44,749	$18,987,895.68
KDK	KODIAK AI INC	0.95%	2,330,777	$18,809,370.39

--------------------------

ARKW
as of 03/04/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.79%	397,936	$156,162,024.48
AMD	ADVANCED MICRO DEVICES	6.66%	556,020	$106,172,019.00
ROKU	ROKU INC	5.10%	865,148	$81,384,472.36
SHOP	SHOPIFY INC - CLASS A	4.91%	643,201	$78,386,905.87
HOOD	ROBINHOOD MARKETS INC - A	4.77%	999,326	$76,018,728.82
CRCL	CIRCLE INTERNET GROUP INC	4.63%	741,429	$73,868,571.27
COIN	COINBASE GLOBAL INC -CLASS A	3.96%	346,502	$63,188,104.72
RBLX	ROBLOX CORP -CLASS A	3.89%	926,738	$62,063,643.86
