ARKK
as of 04/17/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.71%	1,733,748	$674,254,597.20
CRSP	CRISPR THERAPEUTICS AG	6.35%	7,922,076	$441,418,074.70
TEM	TEMPUS AI INC-CL A	5.14%	6,560,909	$357,044,667.80
HOOD	ROBINHOOD MARKETS INC - A	4.84%	3,870,501	$336,153,011.90
AMD	ADVANCED MICRO DEVICES	4.64%	1,157,589	$322,110,715.10
SHOP	SHOPIFY INC - CLASS A	4.49%	2,454,456	$311,568,644.60
CRCL	CIRCLE INTERNET GROUP INC	4.45%	2,873,601	$308,797,163.50
COIN	COINBASE GLOBAL INC -CLASS A	4.41%	1,531,777	$306,087,339.00
ROKU	ROKU INC	4.07%	2,524,691	$282,437,182.20
BEAM	BEAM THERAPEUTICS INC	3.73%	8,543,944	$259,137,821.50
RBLX	ROBLOX CORP -CLASS A	3.29%	3,781,823	$228,573,382.10
PLTR	PALANTIR TECHNOLOGIES INC-A	3.15%	1,530,601	$218,508,598.80
TWST	TWIST BIOSCIENCE CORP	2.87%	3,546,589	$199,424,699.50
CRWV	COREWEAVE INC-CL A	2.76%	1,601,375	$191,460,395.00
TXG	10X GENOMICS INC-CLASS A	2.59%	7,115,747	$179,601,454.30
BLSH	BULLISH	2.49%	4,184,038	$173,302,854.00
AMZN	AMAZON.COM INC	2.16%	601,055	$150,083,433.50
BMNR	BITMINE IMMERSION TECHNOLOGI	2.08%	6,439,919	$144,511,782.40
TER	TERADYNE INC	2.04%	386,666	$141,488,822.70
NTLA	INTELLIA THERAPEUTICS INC	1.93%	9,455,403	$133,888,506.50
ACHR	ARCHER AVIATION INC-A	1.61%	18,395,183	$111,842,712.60
XYZ	BLOCK INC	1.46%	1,479,555	$101,601,041.90
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.30%	248,703	$90,366,235.05
ILMN	ILLUMINA INC	1.23%	643,998	$85,471,414.56
DE	DEERE & CO	1.18%	140,334	$81,981,719.46
RXRX	RECURSION PHARMACEUTICALS-A	1.18%	22,787,659	$82,035,572.40
NVDA	NVIDIA CORP	1.15%	404,477	$80,228,012.95
AVGO	BROADCOM INC	1.09%	189,626	$75,560,272.22
NTRA	NATERA INC	1.09%	387,249	$75,943,401.39
BWXT	BWX TECHNOLOGIES INC	1.05%	315,033	$72,709,616.40
BIDU	BAIDU INC - SPON ADR	1.00%	555,913	$69,505,802.39
BABA	ALIBABA GROUP HOLDING-SP ADR	0.94%	473,370	$65,604,348.30
KTOS	KRATOS DEFENSE & SECURITY	0.90%	838,683	$62,406,402.03
VCYT	VERACYTE INC	0.88%	1,845,466	$60,955,741.98
GOOG	ALPHABET INC-CL C	0.85%	176,963	$58,887,977.51
WGS	GENEDX HOLDINGS CORP	0.82%	871,476	$57,011,959.92
SOFI	SOFI TECHNOLOGIES INC	0.63%	2,281,970	$43,425,889.10
PACB	PACIFIC BIOSCIENCES OF CALIF	0.50%	21,152,860	$34,479,161.80
META	META PLATFORMS INC-CLASS A	0.38%	38,725	$26,211,790.75
CERS	CERUS CORP	0.29%	10,110,191	$20,220,382.00
SLMT	BRERA HOLDINGS PLC-CL B	0.08%	6,666,362	$5,595,744.26

--------------------------

ARKQ
as of 04/17/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.09%	542,178	$210,853,024.20
TER	TERADYNE INC	8.89%	508,047	$185,904,558.20
KTOS	KRATOS DEFENSE & SECURITY	6.02%	1,692,730	$125,956,039.30
AMD	ADVANCED MICRO DEVICES	5.66%	425,325	$118,350,934.50
RKLB UQ	ROCKET LAB	5.23%	1,318,239	$109,321,560.30
DE	DEERE & CO	4.08%	146,049	$85,320,365.31
PLTR	PALANTIR TECHNOLOGIES INC-A	3.93%	575,484	$82,156,095.84
GOOG	ALPHABET INC-CL C	3.61%	226,627	$75,414,666.79
LHX	L3HARRIS TECHNOLOGIES INC	3.12%	184,410	$65,172,338.10
AVAV	AEROVIRONMENT INC	3.06%	316,413	$63,912,261.87
ACHR	ARCHER AVIATION INC-A	3.03%	10,433,180	$63,433,734.40
AMZN	AMAZON.COM INC	2.82%	235,738	$58,863,778.60
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.79%	160,410	$58,284,973.50
LUNR	INTUITIVE MACHINES INC	2.43%	1,864,981	$50,876,681.68
TRMB	TRIMBLE INC	2.41%	743,795	$50,332,607.65
NVDA	NVIDIA CORP	2.27%	238,753	$47,356,657.55
CAT	CATERPILLAR INC	2.17%	58,758	$45,399,956.28
SYM UQ	SYMBOTIC INC	1.94%	669,764	$40,560,907.84
BWXT	BWX TECHNOLOGIES INC	1.92%	173,687	$40,086,959.60
CCJ	CAMECO CORP	1.91%	331,329	$39,848,938.83
BIDU	BAIDU INC - SPON ADR	1.86%	310,680	$38,844,320.40
KMTUY	KOMATSU LTD -SPONS ADR	1.84%	905,851	$38,562,077.07
IRDM	IRIDIUM COMMUNICATIONS INC	1.76%	845,261	$36,692,780.01
ESLT	ELBIT SYSTEMS LTD	1.67%	40,047	$34,832,480.13
AVGO	BROADCOM INC	1.49%	78,347	$31,218,929.09
