ARKK
as of 01/30/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.14%	1,695,394	$706,233,324.64
CRSP	CRISPR THERAPEUTICS AG	5.63%	7,357,378	$392,516,116.30
ROKU	ROKU INC	5.13%	3,558,445	$357,481,384.70
TEM	TEMPUS AI INC	4.98%	5,462,261	$346,908,196.11
COIN	COINBASE GLOBAL INC -CLASS A	4.55%	1,592,097	$317,113,880.46
SHOP	SHOPIFY INC - CLASS A	4.47%	2,169,476	$311,623,532.64
AMD	ADVANCED MICRO DEVICES	4.08%	1,126,233	$284,013,437.94
HOOD	ROBINHOOD MARKETS INC - A	3.92%	2,695,482	$272,890,597.68
BEAM	BEAM THERAPEUTICS INC	3.60%	8,574,391	$251,143,912.39
TER	TERADYNE INC	3.59%	993,445	$250,218,992.15
RBLX	ROBLOX CORP -CLASS A	3.33%	3,064,933	$232,107,376.09
PLTR	PALANTIR TECHNOLOGIES INC-A	3.23%	1,479,916	$224,740,043.76
TWST	TWIST BIOSCIENCE CORP	2.51%	4,211,378	$175,109,097.24
CRCL	CIRCLE INTERNET GROUP INC	2.50%	2,574,214	$173,888,155.70
BMNR	BITMINE IMMERSION TECHNOLOGI	2.24%	5,855,958	$156,354,078.60
TXG	10X GENOMICS INC-CLASS A	2.17%	7,277,458	$151,371,126.40
ACHR	ARCHER AVIATION INC-A	2.06%	19,283,263	$143,274,644.09
AMZN	AMAZON.COM INC	1.81%	522,471	$126,296,914.83
NTLA	INTELLIA THERAPEUTICS INC	1.80%	9,020,132	$125,379,834.80
NVDA	NVIDIA CORP	1.58%	571,029	$109,928,792.79
CRWV	COREWEAVE INC-CL A	1.56%	1,093,204	$108,806,594.12
ILMN	ILLUMINA INC	1.56%	724,191	$108,404,150.79
BLSH	BULLISH	1.51%	3,218,878	$105,128,555.48
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.50%	307,134	$104,287,349.70
XYZ	BLOCK INC	1.40%	1,566,158	$97,430,689.18
DE	DEERE & CO	1.40%	184,577	$97,838,730.39
NTRA	NATERA INC	1.33%	398,844	$92,324,409.12
VCYT	VERACYTE INC	1.32%	2,380,254	$92,211,039.96
BIDU	BAIDU INC - SPON ADR	1.30%	573,399	$90,316,076.49
KTOS	KRATOS DEFENSE & SECURITY	1.29%	829,942	$89,766,526.72
RXRX	RECURSION PHARMACEUTICALS-A	1.26%	20,292,647	$87,664,235.04
BWXT	BWX TECHNOLOGIES INC	1.22%	404,151	$84,944,457.18
META	META PLATFORMS INC-CLASS A	1.19%	111,830	$82,565,207.30
DKNG UW	DRAFTKINGS INC-CL A	1.08%	2,519,806	$75,442,991.64
ABNB	AIRBNB INC-CLASS A	1.04%	549,046	$72,347,791.42
BABA	ALIBABA GROUP HOLDING-SP ADR	0.89%	355,175	$61,889,243.75
PD	PAGERDUTY INC	0.88%	5,822,120	$61,190,481.20
TTD	TRADE DESK INC/THE -CLASS A	0.88%	1,967,457	$61,483,031.25
AVGO	BROADCOM INC	0.85%	180,009	$59,534,376.57
SOFI	SOFI TECHNOLOGIES INC	0.80%	2,278,157	$55,495,904.52
PACB	PACIFIC BIOSCIENCES OF CALIF	0.72%	21,117,508	$50,048,493.96
WGS	GENEDX HOLDINGS CORP	0.65%	459,896	$45,143,391.36
GOOG	ALPHABET INC-CL C	0.51%	104,112	$35,258,569.92
CERS	CERUS CORP	0.32%	9,579,034	$22,223,358.88
