ARKK
as of 12/11/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	11.92%	2,122,097	$958,020,690.65
COIN	COINBASE GLOBAL INC -CLASS A	5.49%	1,603,878	$441,210,799.02
CRSP	CRISPR THERAPEUTICS AG	5.44%	7,587,363	$436,956,235.17
ROKU	ROKU INC	5.39%	4,110,290	$433,060,154.40
SHOP	SHOPIFY INC - CLASS A	5.13%	2,448,285	$412,340,159.70
TEM	TEMPUS AI INC	5.07%	5,426,103	$407,337,552.21
HOOD	ROBINHOOD MARKETS INC - A	4.61%	2,732,229	$370,654,186.14
PLTR	PALANTIR TECHNOLOGIES INC-A	3.74%	1,598,716	$300,414,723.56
RBLX	ROBLOX CORP -CLASS A	3.66%	3,119,603	$294,365,739.08
AMD	ADVANCED MICRO DEVICES	3.35%	1,216,665	$269,393,964.30
BEAM	BEAM THERAPEUTICS INC	3.13%	9,179,618	$251,521,533.20
BMNR	BITMINE IMMERSION TECHNOLOGI	2.86%	5,681,285	$229,523,914.00
TER	TERADYNE INC	2.84%	1,117,436	$227,968,118.36
CRCL	CIRCLE INTERNET GROUP INC	2.81%	2,555,077	$225,894,357.57
ACHR	ARCHER AVIATION INC-A	2.17%	20,832,703	$174,369,724.11
TWST	TWIST BIOSCIENCE CORP	1.89%	4,622,218	$151,516,306.04
TXG	10X GENOMICS INC-CLASS A	1.79%	8,215,597	$144,019,415.41
ILMN	ILLUMINA INC	1.74%	1,035,640	$139,718,192.40
BLSH	BULLISH	1.69%	2,936,363	$135,454,425.19
AMZN	AMAZON.COM INC	1.63%	564,375	$130,810,837.50
VCYT	VERACYTE INC	1.42%	2,639,636	$114,375,427.88
NVDA	NVIDIA CORP	1.41%	616,821	$113,359,363.38
NTRA	NATERA INC	1.30%	447,801	$104,395,847.13
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.28%	331,758	$102,626,933.38
DKNG UW	DRAFTKINGS INC-CL A	1.27%	2,942,241	$101,889,805.83
XYZ	BLOCK INC	1.22%	1,542,885	$97,649,191.65
