ARKK
as of 12/05/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	12.30%	2,138,388	$971,961,497.64
CRSP	CRISPR THERAPEUTICS AG	5.53%	7,505,064	$436,644,623.52
COIN	COINBASE GLOBAL INC -CLASS A	5.50%	1,586,490	$434,777,584.50
TEM	TEMPUS AI INC	5.18%	5,367,261	$409,683,032.13
SHOP	SHOPIFY INC - CLASS A	4.97%	2,421,741	$393,072,781.71
ROKU	ROKU INC	4.86%	4,065,707	$384,371,939.78
HOOD	ROBINHOOD MARKETS INC - A	4.69%	2,702,598	$370,472,133.84
RBLX	ROBLOX CORP -CLASS A	3.72%	3,085,772	$293,796,352.12
PLTR	PALANTIR TECHNOLOGIES INC-A	3.56%	1,581,391	$281,361,086.72
BEAM	BEAM THERAPEUTICS INC	3.32%	9,080,057	$262,504,447.87
AMD	ADVANCED MICRO DEVICES	3.29%	1,203,477	$259,926,962.46
CRCL	CIRCLE INTERNET GROUP INC	2.80%	2,527,378	$221,044,479.88
TER	TERADYNE INC	2.78%	1,105,319	$219,549,512.97
BMNR	BITMINE IMMERSION TECHNOLOGI	2.58%	5,619,671	$204,106,450.72
ACHR	ARCHER AVIATION INC-A	2.33%	20,606,743	$184,430,349.85
TWST	TWIST BIOSCIENCE CORP	1.90%	4,572,091	$150,010,305.71
TXG	10X GENOMICS INC-CLASS A	1.87%	8,126,494	$147,495,866.10
BLSH	BULLISH	1.78%	2,904,527	$140,637,197.34
ILMN	ILLUMINA INC	1.66%	1,024,426	$131,157,260.78
AMZN	AMAZON.COM INC	1.62%	558,264	$127,903,865.04
VCYT	VERACYTE INC	1.57%	2,611,013	$123,788,126.33
NVDA	NVIDIA CORP	1.42%	610,143	$111,888,023.34
NTRA	NATERA INC	1.36%	442,950	$107,220,477.00
DKNG UW	DRAFTKINGS INC-CL A	1.30%	2,910,342	$102,414,934.98
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.22%	328,167	$96,129,959.31
DE	DEERE & CO	1.21%	197,193	$95,250,134.79
META	META PLATFORMS INC-CLASS A	1.21%	144,978	$95,907,296.34
XYZ	BLOCK INC	1.20%	1,526,169	$94,912,450.11
RXRX	RECURSION PHARMACEUTICALS-A	1.20%	19,313,456	$95,022,203.52
NTLA	INTELLIA THERAPEUTICS INC	1.16%	9,447,666	$92,020,266.84
CRWV	COREWEAVE INC-CL A	1.15%	1,061,628	$91,034,601.00
TTD	TRADE DESK INC/THE -CLASS A	0.98%	1,964,288	$77,294,732.80
BWXT	BWX TECHNOLOGIES INC	0.97%	431,826	$77,007,530.58
PD	PAGERDUTY INC	0.95%	6,221,624	$74,721,704.24
KTOS	KRATOS DEFENSE & SECURITY	0.94%	956,451	$74,297,113.68
SOFI	SOFI TECHNOLOGIES INC	0.91%	2,434,490	$72,060,904.00
ABNB	AIRBNB INC-CLASS A	0.90%	586,684	$70,883,160.88
BABA	ALIBABA GROUP HOLDING-SP ADR	0.76%	379,529	$59,753,045.76
WGS	GENEDX HOLDINGS CORP	0.71%	348,647	$56,463,381.65
PACB	PACIFIC BIOSCIENCES OF CALIF	0.68%	21,188,028	$53,393,830.56
BIDU	BAIDU INC - SPON ADR	0.67%	443,717	$52,678,082.24
GOOG	ALPHABET INC-CL C	0.45%	111,246	$35,419,613.94
CERS	CERUS CORP	0.27%	10,236,469	$21,496,584.90
SLMT	BRERA HOLDINGS PLC-CL B	0.15%	4,668,398	$11,997,782.86
IRDM	IRIDIUM COMMUNICATIONS INC	0.08%	367,996	$6,454,649.84

--------------------------

ARKQ
as of 12/05/2025

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	12.58%	453,892	$206,307,530.76
TER	TERADYNE INC	10.39%	858,292	$170,482,539.96
KTOS	KRATOS DEFENSE & SECURITY	7.44%	1,571,211	$122,051,670.48
PLTR	PALANTIR TECHNOLOGIES INC-A	5.47%	504,314	$89,727,546.88
ACHR	ARCHER AVIATION INC-A	4.50%	8,239,947	$73,747,525.65
AMD	ADVANCED MICRO DEVICES	4.32%	327,872	$70,813,794.56
AVAV	AEROVIRONMENT INC	4.32%	246,354	$70,814,457.30
RKLB UQ	ROCKET LAB	4.30%	1,427,484	$70,474,885.08
DE	DEERE & CO	3.45%	117,272	$56,645,894.16
TRMB	TRIMBLE INC	3.27%	652,555	$53,705,276.50
AMZN	AMAZON.COM INC	2.66%	190,083	$43,549,916.13
GOOG	ALPHABET INC-CL C	2.54%	130,738	$41,625,671.82
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.51%	140,730	$41,224,038.90
