ARKK
as of 02/17/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	11.23%	1,678,366	$700,617,103.04
CRSP	CRISPR THERAPEUTICS AG	6.22%	7,314,845	$388,198,824.15
TEM	TEMPUS AI INC	5.15%	6,179,734	$321,037,181.30
ROKU	ROKU INC	4.79%	3,319,523	$298,956,241.38
SHOP	SHOPIFY INC - CLASS A	4.27%	2,365,666	$266,610,558.20
HOOD	ROBINHOOD MARKETS INC - A	4.14%	3,402,093	$258,457,005.21
AMD	ADVANCED MICRO DEVICES	3.96%	1,191,103	$246,939,473.96
BEAM	BEAM THERAPEUTICS INC	3.90%	8,701,872	$242,956,266.24
COIN	COINBASE GLOBAL INC -CLASS A	3.87%	1,467,173	$241,085,867.36
RBLX	ROBLOX CORP -CLASS A	3.54%	3,499,387	$221,056,276.79
TER	TERADYNE INC	3.18%	629,580	$198,103,642.80
PLTR	PALANTIR TECHNOLOGIES INC-A	3.09%	1,465,066	$192,524,323.06
TWST	TWIST BIOSCIENCE CORP	3.04%	3,865,105	$189,815,306.55
CRCL	CIRCLE INTERNET GROUP INC	2.67%	2,773,457	$166,518,358.28
BLSH	BULLISH	2.38%	4,683,870	$148,619,195.10
BMNR	BITMINE IMMERSION TECHNOLOGI	2.14%	6,364,592	$133,401,848.32
TXG	10X GENOMICS INC-CLASS A	2.09%	7,204,360	$130,543,003.20
ACHR	ARCHER AVIATION INC-A	2.07%	19,089,583	$129,236,476.91
CRWV	COREWEAVE INC-CL A	1.94%	1,259,118	$120,925,692.72
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.79%	304,056	$111,393,956.16
DE	DEERE & CO	1.77%	182,723	$110,167,351.16
NTLA	INTELLIA THERAPEUTICS INC	1.71%	9,007,692	$106,921,304.04
NVDA	NVIDIA CORP	1.66%	565,305	$103,343,407.05
AMZN	AMAZON.COM INC	1.65%	517,233	$102,820,748.07
NTRA	NATERA INC	1.31%	394,848	$81,429,503.04
BWXT	BWX TECHNOLOGIES INC	1.29%	400,101	$80,180,240.40
ILMN	ILLUMINA INC	1.28%	683,609	$79,852,367.29
BIDU	BAIDU INC - SPON ADR	1.25%	567,691	$77,779,343.91
XYZ	BLOCK INC	1.24%	1,550,478	$77,213,804.40
VCYT	VERACYTE INC	1.21%	2,103,352	$75,236,901.04
KTOS	KRATOS DEFENSE & SECURITY	1.17%	821,608	$73,172,408.48
RXRX	RECURSION PHARMACEUTICALS-A	1.17%	20,878,321	$72,865,340.29
META	META PLATFORMS INC-CLASS A	1.14%	110,714	$70,831,495.78
WGS	GENEDX HOLDINGS CORP	1.01%	700,959	$63,191,453.85
AVGO	BROADCOM INC	0.93%	178,209	$57,948,220.53
BABA	ALIBABA GROUP HOLDING-SP ADR	0.88%	351,611	$54,756,381.03
GOOG	ALPHABET INC-CL C	0.88%	179,090	$54,805,121.80
SOFI	SOFI TECHNOLOGIES INC	0.71%	2,255,279	$44,226,021.19
PACB	PACIFIC BIOSCIENCES OF CALIF	0.57%	20,905,396	$35,748,227.16
DKNG UW	DRAFTKINGS INC-CL A	0.47%	1,359,462	$29,581,893.12
PD	PAGERDUTY INC	0.38%	3,432,302	$23,820,175.88
CERS	CERUS CORP	0.34%	9,482,824	$21,241,525.76
SLMT	BRERA HOLDINGS PLC-CL B	0.12%	6,883,729	$7,778,613.77
ABNB	AIRBNB INC-CLASS A	0.01%	5,149	$624,831.15

--------------------------

ARKQ
as of 02/17/2026

Ticker	Name	Weight	Shares	Market Value
TER	TERADYNE INC	11.01%	701,648	$220,780,559.68
TSLA	TESLA INC	10.47%	502,603	$209,806,596.32
KTOS	KRATOS DEFENSE & SECURITY	7.20%	1,620,641	$144,334,287.46
RKLB UQ	ROCKET LAB	4.58%	1,360,803	$91,772,554.32
DE	DEERE & CO	4.48%	148,993	$89,830,859.56
AMD	ADVANCED MICRO DEVICES	4.15%	401,339	$83,205,601.48
PLTR	PALANTIR TECHNOLOGIES INC-A	3.71%	565,511	$74,313,800.51
AVAV	AEROVIRONMENT INC	3.67%	301,959	$73,638,741.33
LHX	L3HARRIS TECHNOLOGIES INC	3.21%	186,105	$64,299,277.50
GOOG	ALPHABET INC-CL C	3.20%	209,607	$64,143,934.14
ACHR	ARCHER AVIATION INC-A	3.20%	9,478,820	$64,171,611.40
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.96%	161,886	$59,308,554.96
TRMB	TRIMBLE INC	2.49%	750,638	$49,842,363.20
KMTUY	KOMATSU LTD -SPONS ADR	2.33%	914,185	$46,705,711.65
CAT	CATERPILLAR INC	2.29%	59,298	$45,908,511.60
IRDM	IRIDIUM COMMUNICATIONS INC	2.21%	1,915,561	$44,383,548.37
NVDA	NVIDIA CORP	2.20%	240,949	$44,047,886.69
AMZN	AMAZON.COM INC	2.17%	218,635	$43,462,451.65
CCJ	CAMECO CORP	1.93%	342,965	$38,720,748.50
BIDU	BAIDU INC - SPON ADR	1.92%	280,967	$38,495,288.67
BWXT	BWX TECHNOLOGIES INC	1.84%	184,059	$36,885,423.60
SYM UQ	SYMBOTIC INC	1.55%	565,001	$31,046,804.95
LUNR	INTUITIVE MACHINES INC	1.51%	1,882,141	$30,358,934.33
ISRG	INTUITIVE SURGICAL INC	1.49%	61,325	$29,794,138.00
ESLT	ELBIT SYSTEMS LTD	1.45%	43,008	$29,091,901.44
JOBY	JOBY AVIATION INC	1.32%	2,673,564	$26,468,283.60
WRD	WERIDE INC-ADR	1.29%	3,422,505	$25,908,362.85
PONY	PONY AI INC	1.26%	1,796,717	$25,279,808.19
TDY	TELEDYNE TECHNOLOGIES INC	1.15%	34,917	$23,055,345.93
SRTA	STRATA CRITICAL MEDICAL INC	1.10%	4,811,803	$22,086,175.77
AUR	AURORA INNOVATION INC	1.09%	4,882,692	$21,874,460.16
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.04%	1,695,571	$20,787,700.46
KDK	KODIAK AI INC	0.99%	2,307,619	$19,868,599.59
SNPS	SYNOPSYS INC	0.98%	45,021	$19,678,228.89
OKLO	OKLO INC	0.91%	277,025	$18,197,772.25
AVGO	BROADCOM INC	0.83%	51,417	$16,719,265.89
DASH	DOORDASH INC - A	0.76%	94,762	$15,194,139.08

--------------------------

ARKW
as of 02/17/2026

