ARKK
as of 04/08/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.72%	1,674,883	$580,598,192.00
CRSP	CRISPR THERAPEUTICS AG	6.37%	7,652,883	$380,348,285.10
TEM	TEMPUS AI INC-CL A	4.97%	6,337,954	$296,711,316.50
SHOP	SHOPIFY INC - CLASS A	4.65%	2,371,069	$277,557,337.10
CRCL	CIRCLE INTERNET GROUP INC	4.38%	2,776,001	$261,277,214.10
HOOD	ROBINHOOD MARKETS INC - A	4.37%	3,743,179	$260,712,417.40
COIN	COINBASE GLOBAL INC -CLASS A	4.34%	1,479,744	$259,221,553.90
AMD	ADVANCED MICRO DEVICES	4.24%	1,142,516	$253,101,569.50
ROKU	ROKU INC	4.05%	2,454,012	$241,793,802.40
PLTR	PALANTIR TECHNOLOGIES INC-A	3.60%	1,432,066	$214,910,144.60
RBLX	ROBLOX CORP -CLASS A	3.52%	3,653,357	$210,068,027.50
BEAM	BEAM THERAPEUTICS INC	3.39%	8,253,645	$202,131,766.10
TWST	TWIST BIOSCIENCE CORP	2.88%	3,426,114	$171,716,833.70
BLSH	BULLISH	2.55%	4,041,908	$152,016,159.90
TXG	10X GENOMICS INC-CLASS A	2.51%	6,873,943	$149,989,436.30
CRWV	COREWEAVE INC-CL A	2.21%	1,546,963	$131,863,126.10
BMNR	BITMINE IMMERSION TECHNOLOGI	2.10%	6,221,112	$125,479,829.00
AMZN	AMAZON.COM INC	2.08%	580,681	$124,132,177.40
NTLA	INTELLIA THERAPEUTICS INC	2.07%	9,134,116	$123,767,271.80
TER	TERADYNE INC	2.00%	373,551	$119,715,624.50
ACHR	ARCHER AVIATION INC-A	1.59%	17,770,055	$94,892,093.70
XYZ	BLOCK INC	1.44%	1,429,291	$85,714,581.27
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.39%	240,285	$82,975,216.20
ILMN	ILLUMINA INC	1.32%	622,160	$78,665,910.40
DE	DEERE & CO	1.31%	135,576	$78,091,776.00
NTRA	NATERA INC	1.31%	374,134	$78,295,022.18
RXRX	RECURSION PHARMACEUTICALS-A	1.18%	22,013,264	$70,222,312.16
NVDA	NVIDIA CORP	1.17%	390,752	$69,592,931.20
BWXT	BWX TECHNOLOGIES INC	1.10%	307,011	$65,835,438.84
AVGO	BROADCOM INC	1.02%	183,221	$61,190,317.37
BIDU	BAIDU INC - SPON ADR	0.99%	537,064	$59,404,649.04
KTOS	KRATOS DEFENSE & SECURITY	0.98%	810,196	$58,301,704.16
VCYT	VERACYTE INC	0.96%	1,782,758	$57,315,669.70
BABA	ALIBABA GROUP HOLDING-SP ADR	0.92%	457,327	$54,751,188.44
WGS	GENEDX HOLDINGS CORP	0.91%	816,560	$54,619,698.40
GOOG	ALPHABET INC-CL C	0.87%	170,985	$51,967,471.05
SOFI	SOFI TECHNOLOGIES INC	0.59%	2,204,439	$35,513,512.29
PACB	PACIFIC BIOSCIENCES OF CALIF	0.49%	20,434,036	$29,425,011.84
META	META PLATFORMS INC-CLASS A	0.36%	37,444	$21,532,172.20
CERS	CERUS CORP	0.30%	9,766,639	$17,970,615.76
SLMT	BRERA HOLDINGS PLC-CL B	0.09%	6,802,019	$5,617,787.49

--------------------------

ARKQ
as of 04/08/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.38%	507,305	$175,857,278.30
TER	TERADYNE INC	9.24%	540,301	$173,155,664.50
KTOS	KRATOS DEFENSE & SECURITY	6.48%	1,687,538	$121,435,234.50
AMD	ADVANCED MICRO DEVICES	5.10%	431,861	$95,670,167.33
RKLB UQ	ROCKET LAB	4.65%	1,314,196	$87,157,478.72
DE	DEERE & CO	4.47%	145,601	$83,866,176.00
PLTR	PALANTIR TECHNOLOGIES INC-A	4.47%	558,639	$83,834,954.73
GOOG	ALPHABET INC-CL C	3.66%	225,932	$68,667,512.76
LHX	L3HARRIS TECHNOLOGIES INC	3.47%	183,845	$65,081,130.00
AVAV	AEROVIRONMENT INC	3.14%	315,443	$58,940,524.55
ACHR	ARCHER AVIATION INC-A	2.96%	10,401,177	$55,542,285.18
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.95%	159,918	$55,222,883.76
AMZN	AMAZON.COM INC	2.68%	235,015	$50,239,156.55
TRMB	TRIMBLE INC	2.54%	741,514	$47,612,613.94
CAT	CATERPILLAR INC	2.26%	58,578	$42,436,246.32
NVDA	NVIDIA CORP	2.26%	238,021	$42,391,540.10
LUNR	INTUITIVE MACHINES INC	2.25%	1,859,261	$42,261,002.53
BWXT	BWX TECHNOLOGIES INC	1.99%	173,991	$37,310,630.04
ESLT	ELBIT SYSTEMS LTD	1.95%	39,925	$36,498,237.25
KMTUY	KOMATSU LTD -SPONS ADR	1.95%	903,073	$36,520,272.12
CCJ	CAMECO CORP	1.94%	330,313	$36,410,401.99
SYM UQ	SYMBOTIC INC	1.84%	667,710	$34,440,481.80
BIDU	BAIDU INC - SPON ADR	1.83%	309,727	$34,258,903.47
JOBY	JOBY AVIATION INC	1.51%	3,371,034	$28,249,264.92
IRDM	IRIDIUM COMMUNICATIONS INC	1.50%	842,669	$28,170,424.67
ISRG	INTUITIVE SURGICAL INC	1.46%	60,581	$27,440,163.95
AVGO	BROADCOM INC	1.39%	78,107	$26,085,394.79
WRD	WERIDE INC-ADR	1.35%	3,380,897	$25,255,300.59
AUR	AURORA INNOVATION INC	1.23%	5,649,309	$23,105,673.81
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.17%	1,674,959	$22,025,710.85
