ARKK
as of 04/13/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.73%	1,671,023	$583,103,475.90
CRSP	CRISPR THERAPEUTICS AG	6.52%	7,635,231	$391,076,531.80
AMD	ADVANCED MICRO DEVICES	4.56%	1,115,729	$273,398,234.20
TEM	TEMPUS AI INC-CL A	4.53%	6,323,334	$271,523,962.00
SHOP	SHOPIFY INC - CLASS A	4.37%	2,365,601	$262,084,934.80
HOOD	ROBINHOOD MARKETS INC - A	4.31%	3,734,547	$258,393,306.90
ROKU	ROKU INC	4.16%	2,433,301	$249,340,353.50
COIN	COINBASE GLOBAL INC -CLASS A	4.13%	1,476,332	$247,802,326.20
CRCL	CIRCLE INTERNET GROUP INC	4.07%	2,769,601	$243,835,672.00
BEAM	BEAM THERAPEUTICS INC	3.77%	8,234,609	$225,875,324.90
RBLX	ROBLOX CORP -CLASS A	3.38%	3,644,933	$202,621,825.50
PLTR	PALANTIR TECHNOLOGIES INC-A	3.15%	1,475,221	$188,916,801.30
TWST	TWIST BIOSCIENCE CORP	2.73%	3,418,214	$163,766,632.70
TXG	10X GENOMICS INC-CLASS A	2.66%	6,858,087	$159,587,684.50
CRWV	COREWEAVE INC-CL A	2.63%	1,543,395	$157,426,290.00
BLSH	BULLISH	2.44%	4,032,588	$146,100,663.20
AMZN	AMAZON.COM INC	2.30%	579,345	$138,104,261.10
TER	TERADYNE INC	2.29%	372,691	$137,146,561.10
BMNR	BITMINE IMMERSION TECHNOLOGI	2.20%	6,206,764	$132,079,937.90
NTLA	INTELLIA THERAPEUTICS INC	2.05%	9,113,048	$122,935,017.50
ACHR	ARCHER AVIATION INC-A	1.60%	17,729,063	$95,736,940.20
XYZ	BLOCK INC	1.48%	1,425,995	$88,696,889.00
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.48%	239,733	$88,845,049.80
DE	DEERE & CO	1.37%	135,264	$81,834,720.00
ILMN	ILLUMINA INC	1.25%	620,728	$75,064,637.04
NVDA	NVIDIA CORP	1.23%	389,852	$73,537,782.76
NTRA	NATERA INC	1.20%	373,274	$72,053,080.22
RXRX	RECURSION PHARMACEUTICALS-A	1.20%	21,962,484	$72,036,947.52
BWXT	BWX TECHNOLOGIES INC	1.16%	303,658	$69,710,767.06
AVGO	BROADCOM INC	1.13%	182,801	$67,919,711.55
BABA	ALIBABA GROUP HOLDING-SP ADR	0.97%	456,275	$58,097,495.75
BIDU	BAIDU INC - SPON ADR	0.97%	535,828	$58,089,113.48
KTOS	KRATOS DEFENSE & SECURITY	0.95%	808,328	$56,857,791.52
VCYT	VERACYTE INC	0.92%	1,778,646	$55,298,104.14
GOOG	ALPHABET INC-CL C	0.90%	170,593	$53,859,621.96
WGS	GENEDX HOLDINGS CORP	0.84%	839,951	$50,077,878.62
SOFI	SOFI TECHNOLOGIES INC	0.60%	2,199,355	$35,673,538.10
PACB	PACIFIC BIOSCIENCES OF CALIF	0.46%	20,386,900	$27,318,446.00
META	META PLATFORMS INC-CLASS A	0.39%	37,360	$23,531,569.60
CERS	CERUS CORP	0.31%	9,744,111	$18,416,369.79
SLMT	BRERA HOLDINGS PLC-CL B	0.09%	6,688,790	$5,223,944.99

--------------------------

ARKQ
as of 04/13/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.74%	542,178	$189,193,013.10
TER	TERADYNE INC	9.63%	508,047	$186,956,215.50
KTOS	KRATOS DEFENSE & SECURITY	6.13%	1,692,730	$119,066,628.20
AMD	ADVANCED MICRO DEVICES	5.37%	425,325	$104,221,638.00
RKLB UQ	ROCKET LAB	4.62%	1,318,239	$89,706,163.95
DE	DEERE & CO	4.55%	146,049	$88,359,645.00
PLTR	PALANTIR TECHNOLOGIES INC-A	3.79%	575,484	$73,696,481.04
GOOG	ALPHABET INC-CL C	3.68%	226,627	$71,550,676.44
LHX	L3HARRIS TECHNOLOGIES INC	3.36%	184,410	$65,205,531.90
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.06%	160,410	$59,447,946.00
AVAV	AEROVIRONMENT INC	2.93%	316,413	$56,865,744.36
ACHR	ARCHER AVIATION INC-A	2.90%	10,433,180	$56,339,172.00
AMZN	AMAZON.COM INC	2.89%	235,738	$56,195,224.44
TRMB	TRIMBLE INC	2.48%	743,795	$48,175,602.15
CAT	CATERPILLAR INC	2.39%	58,758	$46,457,600.28
NVDA	NVIDIA CORP	2.32%	238,753	$45,035,978.39
LUNR	INTUITIVE MACHINES INC	2.26%	1,864,981	$43,957,602.17
BWXT	BWX TECHNOLOGIES INC	2.05%	173,687	$39,873,324.59
KMTUY	KOMATSU LTD -SPONS ADR	2.03%	905,851	$39,458,869.56
CCJ	CAMECO CORP	1.98%	331,329	$38,447,417.16
ESLT	ELBIT SYSTEMS LTD	1.91%	40,047	$37,013,039.28
SYM UQ	SYMBOTIC INC	1.86%	669,764	$36,053,396.12
BIDU	BAIDU INC - SPON ADR	1.73%	310,680	$33,680,818.80
AVGO	BROADCOM INC	1.50%	78,347	$29,109,827.85
IRDM	IRIDIUM COMMUNICATIONS INC	1.49%	845,261	$28,907,926.20
