ARKK
as of 06/16/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.40%	1,730,061	$711,314,580.15
TEM	TEMPUS AI INC-CL A	4.94%	7,140,014	$373,565,532.48
HOOD	ROBINHOOD MARKETS INC - A	4.77%	3,675,856	$360,674,990.72
AMD	ADVANCED MICRO DEVICES	4.60%	635,524	$347,796,864.24
CRSP	CRISPR THERAPEUTICS AG	4.60%	6,618,737	$348,211,753.57
SHOP	SHOPIFY INC - CLASS A	4.04%	2,715,552	$305,472,444.48
COIN	COINBASE GLOBAL INC -CLASS A	3.59%	1,599,321	$271,276,828.02
CRCL	CIRCLE INTERNET GROUP INC	3.41%	3,091,080	$257,703,339.60
TWST	TWIST BIOSCIENCE CORP	3.10%	2,899,044	$234,213,764.76
ROKU	ROKU INC	2.99%	1,604,864	$226,125,337.60
BEAM	BEAM THERAPEUTICS INC	2.94%	7,144,656	$222,341,694.72
PLTR	PALANTIR TECHNOLOGIES INC-A	2.67%	1,500,126	$202,081,973.46
TXG	10X GENOMICS INC-CLASS A	2.66%	6,236,232	$200,931,395.04
RBLX	ROBLOX CORP -CLASS A	2.48%	4,108,356	$187,587,534.96
CRWV	COREWEAVE INC-CL A	2.32%	1,644,124	$175,444,472.04
NTLA	INTELLIA THERAPEUTICS INC	2.29%	11,593,770	$172,979,048.40
AMZN	AMAZON.COM INC	2.21%	681,175	$167,582,673.50
GOOG	ALPHABET INC-CL C	1.79%	369,768	$135,745,530.48
BLSH	BULLISH	1.73%	4,576,313	$130,882,551.80
NVDA	NVIDIA CORP	1.64%	582,364	$123,723,231.80
XYZ	BLOCK INC	1.49%	1,514,163	$112,578,019.05
BMNR	BITMINE IMMERSION TECHNOLOGI	1.46%	6,466,405	$110,640,189.55
ILMN	ILLUMINA INC	1.37%	619,930	$103,460,117.70
ACHR	ARCHER AVIATION INC-A	1.17%	15,898,311	$88,235,626.05
NTRA	NATERA INC	1.16%	404,390	$87,740,498.30
BABA	ALIBABA GROUP HOLDING-SP ADR	1.14%	767,985	$86,436,711.75
AVGO	BROADCOM INC	1.09%	208,626	$82,186,126.44
CBRS	CEREBRAS SYSTEMS INC - A	1.03%	355,877	$77,591,862.31
DE	DEERE & CO	1.03%	135,348	$77,888,713.56
TER	TERADYNE INC	0.98%	171,438	$74,131,505.58
RXRX	RECURSION PHARMACEUTICALS-A	0.95%	21,825,082	$71,804,519.78
TSM	TAIWAN SEMICONDUCTOR-SP ADR	0.92%	157,029	$69,312,600.60
KTOS	KRATOS DEFENSE & SECURITY	0.90%	1,190,939	$67,907,341.78
META	META PLATFORMS INC-CLASS A	0.90%	115,332	$68,447,235.36
VCYT	VERACYTE INC	0.88%	1,353,306	$66,514,989.90
WGS	GENEDX HOLDINGS CORP	0.83%	1,030,047	$63,162,482.04
BWXT	BWX TECHNOLOGIES INC	0.77%	300,650	$58,308,061.00
XE	X-ENERGY INC	0.73%	2,618,770	$55,256,047.00
SOFI	SOFI TECHNOLOGIES INC	0.50%	2,220,688	$38,040,385.44
GOOGL	ALPHABET INC-CL A	0.49%	100,768	$37,218,660.80
FIG	FIGMA INC-CL A	0.44%	1,782,068	$32,986,078.68
CERS	CERUS CORP	0.32%	9,736,770	$24,536,660.40
PACB	PACIFIC BIOSCIENCES OF CALIF	0.26%	15,056,082	$19,874,028.24

--------------------------

ARKQ
as of 06/16/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.14%	558,808	$229,753,909.20
AMD	ADVANCED MICRO DEVICES	6.78%	280,668	$153,598,369.68
TER	TERADYNE INC	6.65%	348,839	$150,841,471.99
KTOS	KRATOS DEFENSE & SECURITY	5.26%	2,092,404	$119,308,876.08
RKLB UQ	ROCKET LAB	4.60%	954,300	$104,257,275.00
GOOG	ALPHABET INC-CL C	4.52%	278,987	$102,418,917.57
DE	DEERE & CO	3.82%	150,529	$86,624,923.63
PLTR	PALANTIR TECHNOLOGIES INC-A	3.52%	593,134	$79,901,081.14
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.22%	165,330	$72,976,662.00
AMZN	AMAZON.COM INC	2.93%	269,850	$66,388,497.00
LHX	L3HARRIS TECHNOLOGIES INC	2.83%	210,765	$64,108,390.05
NVDA	NVIDIA CORP	2.80%	299,187	$63,562,278.15
AVAV	AEROVIRONMENT INC	2.47%	326,113	$56,075,130.35
CAT	CATERPILLAR INC	2.32%	56,342	$52,619,484.06
ACHR	ARCHER AVIATION INC-A	2.25%	9,198,517	$51,051,769.35
LUNR	INTUITIVE MACHINES INC	2.04%	1,794,209	$46,218,823.84
KMTUY	KOMATSU LTD -SPONS ADR	1.75%	933,631	$39,702,658.28
TRMB	TRIMBLE INC	1.70%	766,605	$38,491,237.05
CCJ	CAMECO CORP	1.61%	341,489	$36,546,152.78
AUR	AURORA INNOVATION INC	1.54%	5,446,359	$34,802,234.01
BWXT	BWX TECHNOLOGIES INC	1.53%	179,007	$34,716,617.58
AVGO	BROADCOM INC	1.49%	85,502	$33,682,657.88
JOBY	JOBY AVIATION INC	1.49%	3,485,126	$33,701,168.42
ESLT	ELBIT SYSTEMS LTD	1.48%	41,267	$33,618,161.55
BIDU	BAIDU INC - SPON ADR	1.42%	275,888	$32,209,924.00
SYM UQ	SYMBOTIC INC	1.27%	690,304	$28,799,482.88
ISRG	INTUITIVE SURGICAL INC	1.15%	62,627	$26,087,276.85
DASH	DOORDASH INC - A	1.11%	149,618	$25,149,289.62
IRDM	IRIDIUM COMMUNICATIONS INC	1.06%	527,207	$23,929,925.73
OKLO	OKLO INC	1.00%	374,485	$22,746,218.90
WRD	WERIDE INC-ADR	1.00%	3,495,319	$22,649,667.12
TDY	TELEDYNE TECHNOLOGIES INC	0.99%	35,659	$22,405,976.06
KDK	KODIAK AI INC	0.93%	3,466,036	$21,073,498.88
SNPS	SYNOPSYS INC	0.92%	45,973	$20,889,211.74
XE	X-ENERGY INC	0.91%	975,776	$20,588,873.60
BYDDY	BYD CO LTD-UNSPONSORED ADR	0.84%	1,731,642	$18,944,163.48
SRTA	STRATA CRITICAL MEDICAL INC	0.77%	2,981,498	$17,561,023.22
PONY	PONY AI INC	0.76%	2,073,518	$17,251,669.76
GOOGL	ALPHABET INC-CL A	0.27%	16,456	$6,078,023.60

--------------------------

ARKW
as of 06/16/2026

Ticker	Name	Weight	Shares	Market Value
AMD	ADVANCED MICRO DEVICES	8.61%	276,069	$151,081,520.94
TSLA	TESLA INC	7.72%	329,548	$135,493,660.20
HOOD	ROBINHOOD MARKETS INC - A	5.49%	982,338	$96,387,004.56
