ARKK
as of 02/12/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	11.42%	1,629,174	$697,726,348.98
CRSP	CRISPR THERAPEUTICS AG	5.59%	7,070,028	$341,623,752.96
TEM	TEMPUS AI INC	5.12%	5,829,619	$312,525,874.59
ROKU	ROKU INC	4.64%	3,222,231	$283,201,882.59
SHOP	SHOPIFY INC - CLASS A	4.31%	2,218,333	$263,338,310.43
HOOD	ROBINHOOD MARKETS INC - A	4.06%	3,182,882	$248,169,309.54
AMD	ADVANCED MICRO DEVICES	4.04%	1,156,211	$246,943,545.38
RBLX	ROBLOX CORP -CLASS A	3.68%	3,257,940	$224,765,280.60
BEAM	BEAM THERAPEUTICS INC	3.51%	8,239,511	$214,144,890.89
COIN	COINBASE GLOBAL INC -CLASS A	3.41%	1,359,600	$208,290,720.00
TER	TERADYNE INC	3.31%	629,734	$202,427,994.30
PLTR	PALANTIR TECHNOLOGIES INC-A	3.16%	1,422,166	$192,959,482.88
TWST	TWIST BIOSCIENCE CORP	3.14%	3,860,927	$191,656,416.28
CRCL	CIRCLE INTERNET GROUP INC	2.55%	2,692,181	$155,769,592.66
BLSH	BULLISH	2.35%	4,495,772	$143,325,211.36
TXG	10X GENOMICS INC-CLASS A	2.19%	6,993,188	$133,919,550.20
ACHR	ARCHER AVIATION INC-A	2.11%	18,530,063	$129,154,539.11
BMNR	BITMINE IMMERSION TECHNOLOGI	1.92%	6,032,810	$117,458,810.70
CRWV	COREWEAVE INC-CL A	1.90%	1,222,250	$116,297,087.50
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.81%	295,164	$110,417,900.76
DE	DEERE & CO	1.78%	177,367	$108,670,987.23
NVDA	NVIDIA CORP	1.71%	548,769	$104,293,548.45
NTLA	INTELLIA THERAPEUTICS INC	1.70%	8,667,822	$104,013,864.00
AMZN	AMAZON.COM INC	1.68%	502,101	$102,468,772.08
XYZ	BLOCK INC	1.33%	1,505,030	$80,985,664.30
NTRA	NATERA INC	1.33%	383,304	$81,436,767.84
BIDU	BAIDU INC - SPON ADR	1.31%	551,051	$79,968,521.12
BWXT	BWX TECHNOLOGIES INC	1.26%	388,401	$77,097,598.50
ILMN	ILLUMINA INC	1.26%	663,589	$77,228,487.82
RXRX	RECURSION PHARMACEUTICALS-A	1.23%	20,266,333	$75,188,095.43
VCYT	VERACYTE INC	1.20%	2,041,732	$73,481,934.68
META	META PLATFORMS INC-CLASS A	1.18%	107,490	$71,877,488.10
KTOS	KRATOS DEFENSE & SECURITY	1.15%	797,532	$70,007,358.96
WGS	GENEDX HOLDINGS CORP	1.02%	680,419	$62,217,513.36
AVGO	BROADCOM INC	0.97%	173,009	$59,300,564.84
BABA	ALIBABA GROUP HOLDING-SP ADR	0.92%	341,315	$56,084,880.80
GOOG	ALPHABET INC-CL C	0.89%	173,890	$54,137,173.70
DKNG UW	DRAFTKINGS INC-CL A	0.78%	1,821,138	$47,895,929.40
SOFI	SOFI TECHNOLOGIES INC	0.74%	2,189,187	$44,987,792.85
PACB	PACIFIC BIOSCIENCES OF CALIF	0.61%	20,292,628	$37,338,435.52
ABNB	AIRBNB INC-CLASS A	0.49%	247,952	$29,642,661.60
PD	PAGERDUTY INC	0.48%	4,104,075	$29,179,973.25
CERS	CERUS CORP	0.32%	9,204,884	$19,790,500.60
SLMT	BRERA HOLDINGS PLC-CL B	0.13%	6,698,094	$7,836,769.98

--------------------------

ARKQ
as of 02/12/2026

Ticker	Name	Weight	Shares	Market Value
TER	TERADYNE INC	11.12%	699,516	$224,859,418.20
TSLA	TESLA INC	10.61%	501,076	$214,595,818.52
KTOS	KRATOS DEFENSE & SECURITY	7.02%	1,615,716	$141,827,550.48
RKLB UQ	ROCKET LAB	4.67%	1,356,667	$94,451,156.54
DE	DEERE & CO	4.50%	148,541	$91,009,585.29
AMD	ADVANCED MICRO DEVICES	4.23%	400,120	$85,457,629.60
PLTR	PALANTIR TECHNOLOGIES INC-A	3.78%	563,793	$76,495,434.24
AVAV	AEROVIRONMENT INC	3.62%	301,042	$73,279,643.64
ACHR	ARCHER AVIATION INC-A	3.26%	9,450,009	$65,866,562.73
GOOG	ALPHABET INC-CL C	3.22%	208,970	$65,058,630.10
LHX	L3HARRIS TECHNOLOGIES INC	3.12%	185,540	$63,137,406.60
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.99%	161,394	$60,375,881.46
TRMB	TRIMBLE INC	2.41%	748,357	$48,740,491.41
CAT	CATERPILLAR INC	2.27%	59,118	$45,816,450.00
NVDA	NVIDIA CORP	2.26%	240,217	$45,653,240.85
AMZN	AMAZON.COM INC	2.20%	217,971	$44,483,521.68
KMTUY	KOMATSU LTD -SPONS ADR	2.20%	911,407	$44,567,802.30
CCJ	CAMECO CORP	2.02%	341,923	$40,750,383.14
BIDU	BAIDU INC - SPON ADR	2.01%	280,113	$40,649,998.56
BWXT	BWX TECHNOLOGIES INC	1.80%	183,500	$36,424,750.00
IRDM	IRIDIUM COMMUNICATIONS INC	1.74%	1,909,739	$35,253,781.94
SYM UQ	SYMBOTIC INC	1.63%	563,284	$32,895,785.60
LUNR	INTUITIVE MACHINES INC	1.58%	1,876,421	$31,974,213.84
ISRG	INTUITIVE SURGICAL INC	1.50%	61,139	$30,332,280.68
ESLT	ELBIT SYSTEMS LTD	1.41%	42,878	$28,510,010.98
JOBY	JOBY AVIATION INC	1.33%	2,665,438	$26,920,923.80
PONY	PONY AI INC	1.30%	1,791,256	$26,295,638.08
WRD	WERIDE INC-ADR	1.27%	3,412,103	$25,761,377.65
TDY	TELEDYNE TECHNOLOGIES INC	1.14%	34,811	$23,025,039.73
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.06%	1,690,418	$21,366,883.52
SRTA	STRATA CRITICAL MEDICAL INC	1.06%	4,797,178	$21,347,442.10
AUR	AURORA INNOVATION INC	1.05%	4,867,851	$21,223,830.36
KDK	KODIAK AI INC	0.97%	2,280,082	$19,654,306.84
SNPS	SYNOPSYS INC	0.97%	44,885	$19,669,055.85
OKLO	OKLO INC	0.90%	276,183	$18,291,600.09
AVGO	BROADCOM INC	0.87%	51,261	$17,570,220.36
DASH	DOORDASH INC - A	0.82%	94,474	$16,577,352.78

--------------------------

ARKW
as of 02/12/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.40%	390,916	$167,417,595.32
AMD	ADVANCED MICRO DEVICES	7.44%	560,398	$119,689,804.84
ROKU	ROKU INC	5.18%	948,295	$83,345,647.55
HOOD	ROBINHOOD MARKETS INC - A	4.58%	944,838	$73,669,018.86
SHOP	SHOPIFY INC - CLASS A	4.56%	618,383	$73,408,245.93
RBLX	ROBLOX CORP -CLASS A	3.73%	870,463	$60,053,242.37
GOOG	ALPHABET INC-CL C	3.60%	185,897	$57,875,313.01
TSM	TAIWAN SEMICONDUCTOR-SP ADR	3.53%	151,984	$56,855,694.56
CRWV	COREWEAVE INC-CL A	3.34%	565,006	$53,760,320.90
COIN	COINBASE GLOBAL INC -CLASS A	3.06%	321,550	$49,261,460.00
PLTR	PALANTIR TECHNOLOGIES INC-A	2.90%	344,349	$46,721,272.32
CRCL	CIRCLE INTERNET GROUP INC	2.69%	747,267	$43,236,868.62
META	META PLATFORMS INC-CLASS A	2.67%	64,217	$42,941,265.73
XYZ	BLOCK INC	2.43%	725,505	$39,039,424.05
AVGO	BROADCOM INC	2.16%	101,380	$34,749,008.80
BLSH	BULLISH	2.03%	1,026,153	$32,713,757.64
