ARKK
as of 03/24/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	10.16%	1,629,174	$620,470,917.90
CRSP	CRISPR THERAPEUTICS AG	5.84%	7,599,927	$356,284,577.76
CRCL	CIRCLE INTERNET GROUP INC	5.48%	2,641,348	$334,500,310.72
TEM	TEMPUS AI INC-CL A	4.97%	6,172,076	$303,295,814.64
COIN	COINBASE GLOBAL INC -CLASS A	4.83%	1,469,508	$294,812,694.96
SHOP	SHOPIFY INC - CLASS A	4.67%	2,354,665	$285,149,931.50
HOOD	ROBINHOOD MARKETS INC - A	4.26%	3,586,079	$259,954,866.71
ROKU	ROKU INC	4.18%	2,607,986	$255,087,110.66
AMD	ADVANCED MICRO DEVICES	3.91%	1,176,923	$238,538,753.64
PLTR	PALANTIR TECHNOLOGIES INC-A	3.75%	1,422,166	$228,741,179.44
BEAM	BEAM THERAPEUTICS INC	3.43%	8,323,084	$209,492,024.28
RBLX	ROBLOX CORP -CLASS A	3.38%	3,628,085	$206,220,351.40
BLSH	BULLISH	2.87%	4,425,582	$175,031,768.10
TWST	TWIST BIOSCIENCE CORP	2.66%	3,651,087	$162,473,371.50
TER	TERADYNE INC	2.49%	500,717	$152,177,910.64
BMNR	BITMINE IMMERSION TECHNOLOGI	2.15%	6,178,068	$131,407,506.36
TXG	10X GENOMICS INC-CLASS A	2.13%	6,807,278	$130,291,300.92
AMZN	AMAZON.COM INC	1.98%	576,673	$121,182,064.22
CRWV	COREWEAVE INC-CL A	1.95%	1,454,781	$119,233,850.76
NTLA	INTELLIA THERAPEUTICS INC	1.95%	9,070,912	$118,919,656.32
ACHR	ARCHER AVIATION INC-A	1.79%	18,530,063	$109,142,071.07
NVDA	NVIDIA CORP	1.58%	548,769	$96,385,787.16
XYZ	BLOCK INC	1.51%	1,505,030	$92,062,685.10
TSM	TAIWAN SEMICONDUCTOR-SP ADR	1.41%	253,839	$85,911,809.55
ILMN	ILLUMINA INC	1.35%	663,589	$82,145,682.31
DE	DEERE & CO	1.34%	143,814	$81,834,480.42
NTRA	NATERA INC	1.31%	398,993	$79,834,509.37
KTOS	KRATOS DEFENSE & SECURITY	1.19%	866,517	$72,518,807.73
RXRX	RECURSION PHARMACEUTICALS-A	1.19%	22,483,361	$72,621,256.03
BWXT	BWX TECHNOLOGIES INC	1.18%	352,292	$72,167,016.20
META	META PLATFORMS INC-CLASS A	1.06%	107,490	$64,930,409.40
VCYT	VERACYTE INC	1.05%	1,912,877	$64,157,894.58
BIDU	BAIDU INC - SPON ADR	1.03%	548,609	$62,832,188.77
AVGO	BROADCOM INC	0.99%	187,506	$60,472,560.06
BABA	ALIBABA GROUP HOLDING-SP ADR	0.94%	454,171	$57,252,796.26
WGS	GENEDX HOLDINGS CORP	0.93%	788,300	$56,867,962.00
GOOG	ALPHABET INC-CL C	0.85%	173,890	$51,996,587.80
SOFI	SOFI TECHNOLOGIES INC	0.61%	2,189,187	$37,544,557.05
PACB	PACIFIC BIOSCIENCES OF CALIF	0.46%	20,292,628	$28,206,752.92
CERS	CERUS CORP	0.29%	9,699,055	$17,652,280.10
SLMT	BRERA HOLDINGS PLC-CL B	0.10%	6,789,494	$5,991,728.46

--------------------------

ARKQ
as of 03/24/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.91%	498,022	$189,671,678.70
TER	TERADYNE INC	8.90%	560,566	$170,367,218.72
KTOS	KRATOS DEFENSE & SECURITY	7.40%	1,692,730	$141,664,573.70
PLTR	PALANTIR TECHNOLOGIES INC-A	4.71%	560,357	$90,127,819.88
RKLB UQ	ROCKET LAB	4.68%	1,318,239	$89,640,252.00
AMD	ADVANCED MICRO DEVICES	4.59%	433,189	$87,798,746.52
DE	DEERE & CO	4.34%	146,048	$83,105,693.44
GOOG	ALPHABET INC-CL C	3.54%	226,627	$67,766,005.54
AVAV	AEROVIRONMENT INC	3.41%	316,413	$65,266,509.51
LHX	L3HARRIS TECHNOLOGIES INC	3.33%	184,410	$63,709,966.80
ACHR	ARCHER AVIATION INC-A	3.21%	10,433,180	$61,451,430.20
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.84%	160,410	$54,290,764.50
TRMB	TRIMBLE INC	2.60%	743,795	$49,707,819.85
AMZN	AMAZON.COM INC	2.59%	235,738	$49,537,983.32
NVDA	NVIDIA CORP	2.19%	238,753	$41,934,576.92
CAT	CATERPILLAR INC	2.15%	58,758	$41,230,488.60
LUNR	INTUITIVE MACHINES INC	1.98%	1,864,981	$37,877,764.11
BWXT	BWX TECHNOLOGIES INC	1.95%	182,382	$37,360,952.70
ESLT	ELBIT SYSTEMS LTD	1.89%	40,047	$36,160,839.12
CCJ	CAMECO CORP	1.87%	339,839	$35,876,803.23
BIDU	BAIDU INC - SPON ADR	1.86%	310,680	$35,582,180.40
KMTUY	KOMATSU LTD -SPONS ADR	1.84%	905,851	$35,169,665.08
SYM UQ	SYMBOTIC INC	1.84%	669,764	$35,229,586.40
JOBY	JOBY AVIATION INC	1.64%	3,381,406	$31,379,447.68
ISRG	INTUITIVE SURGICAL INC	1.52%	60,767	$29,049,056.68
AVGO	BROADCOM INC	1.32%	78,347	$25,267,690.97
AUR	AURORA INNOVATION INC	1.30%	5,666,691	$24,820,106.58
WRD	WERIDE INC-ADR	1.23%	3,391,299	$23,467,789.08
BYDDY	BYD CO LTD-UNSPONSORED ADR	1.17%	1,680,112	$22,429,495.20
IRDM	IRIDIUM COMMUNICATIONS INC	1.16%	845,261	$22,230,364.30
TDY	TELEDYNE TECHNOLOGIES INC	1.13%	34,599	$21,582,856.20
SRTA	STRATA CRITICAL MEDICAL INC	1.08%	4,767,928	$20,645,128.24
PONY	PONY AI INC	1.03%	1,780,334	$19,654,887.36
SNPS	SYNOPSYS INC	1.01%	44,613	$19,294,230.24
DASH	DOORDASH INC - A	0.99%	117,987	$18,875,560.26
KDK	KODIAK AI INC	0.91%	2,323,650	$17,380,902.00
OKLO	OKLO INC	0.90%	307,262	$17,286,560.12

--------------------------

ARKW
as of 03/24/2026

Ticker	Name	Weight	Shares	Market Value
TSLA	TESLA INC	9.37%	391,672	$149,168,281.20
AMD	ADVANCED MICRO DEVICES	6.97%	547,264	$110,919,467.52
CRCL	CIRCLE INTERNET GROUP INC	5.76%	723,478	$91,621,253.92
SHOP	SHOPIFY INC - CLASS A	4.87%	639,303	$77,419,593.30
HOOD	ROBINHOOD MARKETS INC - A	4.58%	1,005,754	$72,907,107.46
ROKU	ROKU INC	4.42%	718,747	$70,300,644.07
COIN	COINBASE GLOBAL INC -CLASS A	4.30%	341,046	$68,420,648.52
GOOG	ALPHABET INC-CL C	3.41%	181,541	$54,284,389.82
PLTR	PALANTIR TECHNOLOGIES INC-A	3.40%	336,279	$54,087,114.36
RBLX	ROBLOX CORP -CLASS A	3.38%	944,995	$53,713,515.80
CRWV	COREWEAVE INC-CL A	3.21%	622,695	$51,036,082.20
XYZ	BLOCK INC	2.72%	708,501	$43,339,006.17
TSM	TAIWAN SEMICONDUCTOR-SP ADR	2.65%	124,787	$42,234,160.15
BLSH	BULLISH	2.47%	993,276	$39,284,065.80
META	META PLATFORMS INC-CLASS A	2.38%	62,717	$37,884,831.02
AMZN	AMAZON.COM INC	2.28%	172,776	$36,307,148.64
NET	CLOUDFLARE INC - CLASS A	2.16%	155,681	$34,351,012.65
